ttest_pvalue_adj	mwu_pvalue_adj	log2enr	gex_cluster	tcr_cluster	feature	mean_fg	mean_bg	num_fg	clone_index	mait_fraction	nbr_frac	graph_type
1.6762764780648665e-14	4.921262622330794e-28	1.8626971030521031	0	11	EPHB6	0.6088478565216064	0.20742367208003998	546	242	0.0	0.1	tcr_nbr
0.00017236252974141286	5.812568640943191e-28	3.5369678614630784	2	11	EPHB6	1.4077143669128418	0.2357974499464035	55	897	0.0	0.01	tcr_nbr
4.3936958229574905e-14	6.7438937775235045e-28	1.8298087364386708	0	11	EPHB6	0.6006959676742554	0.20833073556423187	546	4996	0.0	0.1	tcr_nbr
0.00020184371396734726	1.115702427598244e-27	3.546753478981132	2	11	EPHB6	1.4126602411270142	0.2357470691204071	55	264	0.0	0.01	tcr_nbr
7.042805755260412e-14	1.6794517465926803e-27	1.8009342904180972	0	11	EPHB6	0.5935856103897095	0.2091219127178192	546	1105	0.0	0.1	tcr_nbr
3.1675630227018096e-14	1.7687940325748265e-27	1.8345462486247939	0	11	EPHB6	0.6018667817115784	0.20820046961307526	546	2018	0.0	0.1	tcr_nbr
6.739911429186315e-14	1.8036848977435572e-27	1.8034065075826193	0	11	EPHB6	0.5941926836967468	0.2090543657541275	546	1418	0.0	0.1	tcr_nbr
0.00022792948290178858	1.9527904346066592e-27	3.4849029905309816	2	11	EPHB6	1.3815282583236694	0.23606425523757935	55	2123	0.0	0.01	tcr_nbr
1.5714166086960824e-14	2.150706714703002e-27	1.881952435609855	0	11	EPHB6	0.6136466264724731	0.20688973367214203	546	1520	0.0	0.1	tcr_nbr
0.00010400595917291377	2.299968692947937e-27	3.3984108025799094	2	11	EPHB6	1.3385134935379028	0.236502543091774	55	4171	0.0	0.01	tcr_nbr
5.912701204391617e-14	2.7227441256012055e-27	1.8080290615313195	0	11	EPHB6	0.5953286290168762	0.2089279592037201	546	3095	0.0	0.1	tcr_nbr
7.664191402115044e-14	2.869453416062526e-27	1.8140555210114906	0	11	EPHB6	0.5968112945556641	0.208762988448143	546	274	0.0	0.1	tcr_nbr
0.00026137016071257695	3.0248596080338296e-27	3.4846437687049203	2	11	EPHB6	1.3813984394073486	0.2360655814409256	55	589	0.0	0.01	tcr_nbr
4.6143821895071105e-14	3.719397156541421e-27	1.843174214046069	0	11	EPHB6	0.604002058506012	0.20796288549900055	546	1525	0.0	0.1	tcr_nbr
6.631031044810436e-05	4.4074184568296524e-27	3.2899543158997946	3	11	EPHB6	1.2854585647583008	0.2370431125164032	55	4200	0.0	0.01	tcr_nbr
5.0219454674380915e-14	5.614415611442385e-27	1.8336297708120037	0	11	EPHB6	0.6016401648521423	0.20822566747665405	546	2224	0.0	0.1	tcr_nbr
0.0003330657486569081	5.8416068140686076e-27	3.458322863100109	5	11	EPHB6	1.3682440519332886	0.23619961738586426	55	4196	0.0	0.01	tcr_nbr
0.00025164491546004537	7.934588980176336e-27	3.5393661556052205	0	11	EPHB6	1.4089257717132568	0.2357850968837738	55	4321	0.0	0.01	tcr_nbr
1.7198622062096516e-13	7.939168588993017e-27	1.7718340108511195	0	11	EPHB6	0.5864641666412354	0.20991431176662445	546	893	0.0	0.1	tcr_nbr
1.2853370058333737e-13	8.522653276383381e-27	1.788988693410626	0	11	EPHB6	0.5906568169593811	0.20944778621196747	546	194	0.0	0.1	tcr_nbr
1.0970234406489055e-13	1.1516344292124523e-26	1.8121962268448177	0	11	EPHB6	0.5963536500930786	0.20881390571594238	546	2640	0.0	0.1	tcr_nbr
1.1593413408951175e-13	1.3412760506026733e-26	1.805046799763269	0	11	EPHB6	0.5945956110954285	0.20900951325893402	546	967	0.0	0.1	tcr_nbr
0.00045559002407937984	1.56704326134871e-26	3.58448193428408	2	11	EPHB6	1.4317995309829712	0.23555205762386322	55	640	0.0	0.01	tcr_nbr
3.9460733054509666e-13	1.9112156692448464e-26	1.761581612131542	0	11	EPHB6	0.5839658975601196	0.21019227802753448	546	5037	0.0	0.1	tcr_nbr
6.26786254880352e-14	2.1164831376337562e-26	1.842402011423138	0	11	EPHB6	0.6038107872009277	0.20798416435718536	546	3407	0.0	0.1	tcr_nbr
2.0068706825764942e-13	3.4123646492549205e-26	1.7826857288840554	0	11	EPHB6	0.5891145467758179	0.209619402885437	546	1365	0.0	0.1	tcr_nbr
1.4094413207014293e-13	3.912319236866796e-26	1.8247337149629612	0	11	EPHB6	0.5994430780410767	0.2084701508283615	546	1543	0.0	0.1	tcr_nbr
2.1690188872622613e-13	3.990051801924697e-26	1.7925913281085364	0	11	EPHB6	0.5915393233299255	0.2093496024608612	546	1727	0.0	0.1	tcr_nbr
2.6963416934573793e-13	5.515263479374303e-26	1.7928025270926862	0	11	EPHB6	0.5915910601615906	0.2093438357114792	546	2710	0.0	0.1	tcr_nbr
3.3744180069394496e-13	5.650008720562877e-26	1.7634470730421665	0	11	EPHB6	0.5844200849533081	0.21014176309108734	546	240	0.0	0.1	tcr_nbr
0.0006948195926146111	6.658531782025387e-26	3.4839029730708293	0	11	EPHB6	1.3810274600982666	0.23606936633586884	55	4131	0.0	0.01	tcr_nbr
3.0286825462176176e-13	9.105069124464676e-26	1.800048057584294	0	11	EPHB6	0.5933680534362793	0.20914611220359802	546	1357	0.0	0.1	tcr_nbr
1.4761913154778498e-13	1.0410449941305062e-25	1.8150372188810007	0	11	EPHB6	0.5970529913902283	0.2087360918521881	546	183	0.0	0.1	tcr_nbr
2.17177353946749e-13	1.3408675741686027e-25	1.8081591284770981	0	11	EPHB6	0.5953606367111206	0.20892441272735596	546	758	0.0	0.1	tcr_nbr
1.850209917045396e-12	2.594569468218492e-25	1.6833319412746959	0	11	EPHB6	0.5650850534439087	0.21229314804077148	546	5332	0.0	0.1	tcr_nbr
1.2752182750706523e-13	5.227471890205661e-25	1.8471626875830123	0	11	EPHB6	0.6049904227256775	0.20785290002822876	546	1529	0.0	0.1	tcr_nbr
1.010916883303745e-12	1.1838775182775994e-24	1.764367422511623	0	11	EPHB6	0.5846441984176636	0.21011681854724884	546	2797	0.0	0.1	tcr_nbr
6.162391917232485e-13	1.211249218310047e-24	1.7792858530910358	0	11	EPHB6	0.5882834792137146	0.20971186459064484	546	573	0.0	0.1	tcr_nbr
0.0009784951986865128	1.6984713336083357e-24	3.4115880942509045	2	11	EPHB6	1.3450270891189575	0.2364361733198166	55	4197	0.0	0.01	tcr_nbr
0.0010740776086431403	1.7590091742701462e-24	3.4283429200177693	2	11	EPHB6	1.3533298969268799	0.23635157942771912	55	1843	0.0	0.01	tcr_nbr
2.1200538986059166e-12	2.156787475062592e-24	1.7265350786773037	0	11	EPHB6	0.5754685401916504	0.2111377716064453	546	5123	0.0	0.1	tcr_nbr
1.7257522171298925e-12	2.4054489463334857e-24	1.7333610635607648	0	11	EPHB6	0.5771183967590332	0.2109542042016983	546	3169	0.0	0.1	tcr_nbr
0.002881997945302572	2.6083998966040407e-24	3.5164919696346417	2	11	EPHB6	1.3973901271820068	0.23590265214443207	55	1468	0.0	0.01	tcr_nbr
0.002546619604081451	3.448110647879538e-24	3.4833825969499927	1	11	EPHB6	1.3807668685913086	0.23607201874256134	55	1255	0.0	0.01	tcr_nbr
0.0005866702780706907	4.971296625679512e-24	3.1462596954526236	4	11	EPHB6	1.2167370319366455	0.2377433180809021	55	4193	0.0	0.01	tcr_nbr
0.0017524989424289373	5.1312453341940405e-24	3.277878263126975	2	11	EPHB6	1.2796133756637573	0.2371026575565338	55	154	0.0	0.01	tcr_nbr
1.4629413122827273e-12	5.254032908395525e-24	1.7701457145695567	0	11	EPHB6	0.5860523581504822	0.20996011793613434	546	1537	0.0	0.1	tcr_nbr
3.1114851970545602e-12	8.096581062453767e-24	1.7413138400104538	0	11	EPHB6	0.5790437459945679	0.21073997020721436	546	2795	0.0	0.1	tcr_nbr
0.002356576059429759	1.401793347653675e-23	3.3515898847192047	2	11	EPHB6	1.3154871463775635	0.23673714697360992	55	3655	0.0	0.01	tcr_nbr
2.954319434699353e-12	1.6464761640745785e-23	1.7437776402194198	0	11	EPHB6	0.5796409249305725	0.210673525929451	546	1146	0.0	0.1	tcr_nbr
0.0023552655065398045	1.729234833634811e-23	3.4904639366662407	0	11	EPHB6	1.384314775466919	0.23603586852550507	55	4281	0.0	0.01	tcr_nbr
0.002132079591711566	1.9440274918205682e-23	3.3143842199449103	0	11	EPHB6	1.2973217964172363	0.2369222342967987	55	3334	0.0	0.01	tcr_nbr
0.0063274605432727974	2.1603722431302414e-23	3.4245552705047975	0	11	EPHB6	1.3514509201049805	0.2363707274198532	55	5080	0.0	0.01	tcr_nbr
0.0014077316691509664	3.955314936128259e-23	3.1672240033147188	4	11	EPHB6	1.2266488075256348	0.2376423180103302	55	689	0.0	0.01	tcr_nbr
3.5728705155900436e-12	4.189593933093792e-23	1.7342328435636294	0	11	EPHB6	0.5773292779922485	0.210930734872818	546	146	0.0	0.1	tcr_nbr
0.00367359591513801	4.7980379423748944e-23	3.2716512619705576	2	11	EPHB6	1.2766042947769165	0.23713332414627075	55	2114	0.0	0.01	tcr_nbr
5.23794933846985e-12	5.894388894070022e-23	1.7260973907912838	0	11	EPHB6	0.5753628611564636	0.21114954352378845	546	305	0.0	0.1	tcr_nbr
0.005960523414711815	8.0178571256553e-23	3.5313171103686836	5	11	EPHB6	1.4048618078231812	0.2358265072107315	55	4266	0.0	0.01	tcr_nbr
3.956085288125809e-12	8.859905057059209e-23	1.744304484563266	0	11	EPHB6	0.5797686576843262	0.21065931022167206	546	1368	0.0	0.1	tcr_nbr
0.0039870304943350745	8.995155106880842e-23	3.2341569288269643	2	11	EPHB6	1.2585572004318237	0.23731720447540283	55	4447	0.0	0.01	tcr_nbr
0.005808378120620128	1.1762584150400275e-22	3.462023594724379	2	11	EPHB6	1.370090126991272	0.23618079721927643	55	4424	0.0	0.01	tcr_nbr
0.0064546234570903626	2.264701062529844e-22	3.4181277932728427	5	11	EPHB6	1.3482650518417358	0.2364031821489334	55	3661	0.0	0.01	tcr_nbr
2.7127129248410087e-11	2.3896813534150004e-22	1.6588861381317732	0	11	EPHB6	0.5592549443244934	0.21294187009334564	546	743	0.0	0.1	tcr_nbr
0.00575992565702914	3.711820476365351e-22	3.3064264990369394	2	11	EPHB6	1.2934519052505493	0.23696167767047882	55	810	0.0	0.01	tcr_nbr
0.01062423034700622	5.325329586028e-22	3.4084767483271765	0	11	EPHB6	1.3434878587722778	0.2364518642425537	55	2401	0.0	0.01	tcr_nbr
0.008936703798694217	5.880801144800345e-22	3.3294039670346116	0	11	EPHB6	1.3046408891677856	0.2368476688861847	55	2120	0.0	0.01	tcr_nbr
0.00786519016901374	8.052706288885289e-22	3.239234688026805	2	11	EPHB6	1.2609940767288208	0.23729237914085388	55	2018	0.0	0.01	tcr_nbr
0.02619759710875375	2.8980851848351764e-21	3.3307107465786276	0	11	EPHB6	1.3052785396575928	0.23684115707874298	55	1520	0.0	0.01	tcr_nbr
0.017335025276540635	3.0671641601262744e-21	3.3198118449503533	2	11	EPHB6	1.299964427947998	0.23689530789852142	55	414	0.0	0.01	tcr_nbr
0.008541662218721813	4.934302930881056e-21	3.0863231410561878	0	11	EPHB6	1.1886192560195923	0.23802980780601501	55	967	0.0	0.01	tcr_nbr
0.015097918684798302	6.125166575702537e-21	3.2125926691734317	0	11	EPHB6	1.248233675956726	0.2374224066734314	55	3278	0.0	0.01	tcr_nbr
0.02308296806734764	7.667586855132794e-21	3.182092855257915	0	11	EPHB6	1.2337026596069336	0.23757044970989227	55	1368	0.0	0.01	tcr_nbr
3.592310768780749e-11	8.673009959742463e-21	1.6975555771969788	0	11	EPHB6	0.5684923529624939	0.21191401779651642	546	3149	0.0	0.1	tcr_nbr
0.0126232700828904	1.379109818664533e-20	3.1085090956020234	8	11	EPHB6	1.1989890336990356	0.23792414367198944	55	2149	0.0	0.01	tcr_nbr
5.760409252380623e-11	2.2001743896806584e-20	1.691582861888071	0	11	EPHB6	0.5670602321624756	0.21207337081432343	546	3585	0.0	0.1	tcr_nbr
0.026715504449783684	2.5133924940431378e-20	3.3618469202149996	2	11	EPHB6	1.320515751838684	0.23668591678142548	55	194	0.0	0.01	tcr_nbr
0.0350391781511523	2.6382909976368302e-20	3.335126412264681	5	11	EPHB6	1.3074344396591187	0.23681919276714325	55	1543	0.0	0.01	tcr_nbr
0.045790746353013674	2.813767874238321e-20	3.3694638282028753	2	11	EPHB6	1.3242557048797607	0.2366477996110916	55	2032	0.0	0.01	tcr_nbr
0.013560172695896974	2.930063859529892e-20	3.1946576223329908	5	11	EPHB6	1.2396788597106934	0.2375095635652542	55	726	0.0	0.01	tcr_nbr
4.629786664143032e-10	5.39471707465291e-20	1.5949022840584979	0	11	EPHB6	0.5441519618034363	0.214622363448143	546	1511	0.0	0.1	tcr_nbr
0.035713093010959214	5.86305388325572e-20	3.301327388218378	2	11	EPHB6	1.2909749746322632	0.23698690533638	55	1939	0.0	0.01	tcr_nbr
0.036768971216489255	8.645408719700276e-20	3.2587026128390355	0	11	EPHB6	1.2703578472137451	0.23719696700572968	55	1125	0.0	0.01	tcr_nbr
0.02637910508004214	9.247743750332436e-20	3.206193104759961	2	11	EPHB6	1.2451778650283813	0.23745353519916534	55	478	0.0	0.01	tcr_nbr
0.028092737292732727	1.4686631579774807e-19	3.14702525048506	0	11	EPHB6	1.2170982360839844	0.23773962259292603	55	4287	0.0	0.01	tcr_nbr
0.04460516814428446	2.2042494647186733e-19	3.1683063620038276	2	11	EPHB6	1.2271616458892822	0.23763710260391235	55	393	0.0	0.01	tcr_nbr
0.058864979744092286	4.226666816932076e-19	3.370227030627508	9	11	EPHB6	1.3246307373046875	0.236643984913826	55	1655	0.0	0.01	tcr_nbr
0.05141364663441035	4.672981628170684e-19	3.100141159083269	0	11	EPHB6	1.1950725317001343	0.23796404898166656	55	1933	0.0	0.01	tcr_nbr
0.046726136025077775	5.220980044031358e-19	3.0708950670260085	5	11	EPHB6	1.1814347505569458	0.2381030023097992	55	4341	0.0	0.01	tcr_nbr
0.06436510946339119	5.878056217658948e-19	3.3778004455786204	2	11	EPHB6	1.3283547163009644	0.23660604655742645	55	1269	0.0	0.01	tcr_nbr
0.0910139327987558	6.72512338596629e-19	3.3390835917654105	5	11	EPHB6	1.3093678951263428	0.23679949343204498	55	1458	0.0	0.01	tcr_nbr
0.04619043603507052	8.651778046000151e-19	3.0315243646213816	5	11	EPHB6	1.1632006168365479	0.2382887899875641	55	2220	0.0	0.01	tcr_nbr
0.082156866651767	1.2505990581532425e-18	3.037661289748064	2	11	EPHB6	1.166033387184143	0.2382599264383316	55	4461	0.0	0.01	tcr_nbr
0.029201654626992965	1.3891290754151762e-18	2.9618086173114087	2	11	EPHB6	1.1312685012817383	0.23861414194107056	55	2764	0.0	0.01	tcr_nbr
0.10251099492630025	2.3292487027642285e-18	3.0720022615348266	0	11	EPHB6	1.1819496154785156	0.23809775710105896	55	4063	0.0	0.01	tcr_nbr
0.08527840872577079	2.509515431561841e-18	3.1976869136961095	2	11	EPHB6	1.241121768951416	0.23749485611915588	55	564	0.0	0.01	tcr_nbr
0.08445044436491572	2.9615808783592205e-18	3.165691603486032	2	11	EPHB6	1.22592294216156	0.23764970898628235	55	573	0.0	0.01	tcr_nbr
0.12722996962773167	3.1028086704690963e-18	3.2845178655472647	0	11	EPHB6	1.2828255891799927	0.23706993460655212	55	1130	0.0	0.01	tcr_nbr
1.0680063618129946e-09	3.3055345303686276e-18	1.6162598102992338	0	11	EPHB6	0.5491679310798645	0.21406425535678864	546	5058	0.0	0.1	tcr_nbr
6.706857198294267e-10	3.6823550206178e-18	1.6395035629672654	0	11	EPHB6	0.5546557903289795	0.21345362067222595	546	3926	0.0	0.1	tcr_nbr
0.11494414889632197	3.716947879363165e-18	3.028784151099333	0	11	EPHB6	1.16193687915802	0.23830166459083557	55	4292	0.0	0.01	tcr_nbr
0.08261644948574337	4.95240445540654e-18	3.1156180546456556	2	11	EPHB6	1.2023212909698486	0.23789018392562866	55	146	0.0	0.01	tcr_nbr
0.120874857902241	8.998979211128097e-18	3.134565965497049	2	11	EPHB6	1.2112255096435547	0.23779946565628052	55	3731	0.0	0.01	tcr_nbr
0.11616908235611155	1.071017121994282e-17	3.135194854555641	5	11	EPHB6	1.2115216255187988	0.23779645562171936	55	375	0.0	0.01	tcr_nbr
0.20559830678522212	1.324261352431771e-17	3.1387233051871206	2	11	EPHB6	1.2131835222244263	0.23777951300144196	55	1367	0.0	0.01	tcr_nbr
0.354304582981884	2.3548272812420625e-17	3.1387941649740707	0	11	EPHB6	1.2132169008255005	0.2377791702747345	55	2079	0.0	0.01	tcr_nbr
0.16492004873183636	2.4785020392931378e-17	3.0775553693985644	2	11	EPHB6	1.1845335960388184	0.23807142674922943	55	499	0.0	0.01	tcr_nbr
0.23023381543190732	4.8602196638314774e-17	2.9907016754623648	2	11	EPHB6	1.144446849822998	0.2384798675775528	55	4410	0.0	0.01	tcr_nbr
0.23203934229867756	6.206590275170652e-17	3.200708143484147	2	11	EPHB6	1.2425616979599	0.23748019337654114	55	2413	0.0	0.01	tcr_nbr
0.26829918155800453	7.996762714101631e-17	3.015507599175448	0	11	EPHB6	1.1558239459991455	0.23836395144462585	55	4456	0.0	0.01	tcr_nbr
2.909220054269641e-09	8.149837367394311e-17	1.6083540037660604	0	11	EPHB6	0.5473082065582275	0.2142711728811264	546	3522	0.0	0.1	tcr_nbr
0.27728564857078564	9.697948127357764e-17	3.020523759927583	5	11	EPHB6	1.1581315994262695	0.23834043741226196	55	274	0.0	0.01	tcr_nbr
0.20729839472955844	1.0514324133966174e-16	3.088701510774373	5	11	EPHB6	1.1897287368774414	0.23801849782466888	55	2422	0.0	0.01	tcr_nbr
1.985478494663034e-09	1.1224588652879146e-16	1.6287080926688708	0	11	EPHB6	0.5521032214164734	0.2137376368045807	546	2424	0.0	0.1	tcr_nbr
7.512128621561574e-12	1.298480884497385e-16	2.93421184002051	6	5	TOX2	2.1751656532287598	0.7035760283470154	55	3588	0.0	0.01	tcr_nbr
0.2618092587400676	1.3313763438787296e-16	3.1619341945765127	0	11	EPHB6	1.2241441011428833	0.23766784369945526	55	3319	0.0	0.01	tcr_nbr
0.33991971712888075	1.5432711528640743e-16	3.169516336001805	2	11	EPHB6	1.2277350425720215	0.23763126134872437	55	1488	0.0	0.01	tcr_nbr
0.28367741788516226	2.3846770629152734e-16	3.115625879500056	5	11	EPHB6	1.2023249864578247	0.23789015412330627	55	152	0.0	0.01	tcr_nbr
8.40041942517389e-11	2.4903037972888636e-16	2.9488634633706283	6	5	TOX2	2.1840145587921143	0.7034858465194702	55	3528	0.0	0.01	tcr_nbr
0.2944914931880348	2.621877269814358e-16	3.0663160369184124	5	11	EPHB6	1.1793066263198853	0.23812468349933624	55	2411	0.0	0.01	tcr_nbr
0.2893879693573384	2.7934664852038074e-16	3.016366189774119	9	11	EPHB6	1.1562187671661377	0.23835992813110352	55	4625	0.0	0.01	tcr_nbr
0.44307266343004814	3.4117292873216104e-16	3.0903206845226903	5	11	EPHB6	1.1904844045639038	0.23801080882549286	55	3289	0.0	0.01	tcr_nbr
0.19912397375378543	3.579227775213631e-16	2.9872540142051576	1	11	EPHB6	1.1428701877593994	0.23849593102931976	55	932	0.0	0.01	tcr_nbr
5.312707416927889e-11	4.091719760928385e-16	2.9322135151286344	6	5	TOX2	2.173959493637085	0.7035883069038391	55	3540	0.0	0.01	tcr_nbr
0.3899847333420555	4.27458560747564e-16	3.0480109491064287	5	11	EPHB6	1.1708186864852905	0.23821116983890533	55	2221	0.0	0.01	tcr_nbr
3.072751917185063e-11	4.565560267163085e-16	2.9031612388771193	6	5	TOX2	2.156445026397705	0.7037667632102966	55	3544	0.0	0.01	tcr_nbr
0.4048529427588991	4.623047639817606e-16	3.076702113441004	5	11	EPHB6	1.1841363906860352	0.23807547986507416	55	183	0.0	0.01	tcr_nbr
8.17835985841742e-11	4.742485679948196e-16	2.9038528599171887	6	5	TOX2	2.1568615436553955	0.7037625312805176	55	3622	0.0	0.01	tcr_nbr
0.3800289714465356	6.031087592016772e-16	3.2128839229012085	0	11	EPHB6	1.2483727931976318	0.2374209761619568	55	4811	0.0	0.01	tcr_nbr
0.6143515990170864	7.93564159250642e-16	3.0488000698513935	2	11	EPHB6	1.1711839437484741	0.23820744454860687	55	57	0.0	0.01	tcr_nbr
1.9317439728411652e-10	9.004745402059875e-16	2.9050974853031475	6	5	TOX2	2.157611131668091	0.7037549018859863	55	3550	0.0	0.01	tcr_nbr
0.4437739611906624	9.583747496729996e-16	2.9882249553022926	5	11	EPHB6	1.1433141231536865	0.23849141597747803	55	242	0.0	0.01	tcr_nbr
0.7750278913597785	1.0516795553920982e-15	3.07593914998972	5	11	EPHB6	1.1837812662124634	0.23807910084724426	55	5058	0.0	0.01	tcr_nbr
0.5423031889560351	1.0523724179745627e-15	2.994660031372677	5	11	EPHB6	1.1462584733963013	0.2384614199399948	55	629	0.0	0.01	tcr_nbr
1.766527503624553e-09	1.199463552006948e-15	2.9482281684550142	6	5	TOX2	2.1836307048797607	0.7034897804260254	55	3592	0.0	0.01	tcr_nbr
1.3926965523924603e-10	1.6733872601476208e-15	2.891248376269024	6	5	TOX2	2.1492745876312256	0.7038398385047913	55	3539	0.0	0.01	tcr_nbr
0.49399818498101467	2.1309880225159676e-15	3.090053801688396	0	11	EPHB6	1.1903598308563232	0.23801207542419434	55	1165	0.0	0.01	tcr_nbr
1.5324272582115617e-09	2.7422528833538285e-15	2.8863887008092552	6	5	TOX2	2.1463513374328613	0.7038695812225342	55	3547	0.0	0.01	tcr_nbr
2.528110526206404e-09	2.8254491373249687e-15	2.9171278290676432	6	5	TOX2	2.1648600101470947	0.7036809921264648	55	3538	0.0	0.01	tcr_nbr
0.527808116322881	3.4378716639673334e-15	3.0223534690665823	2	11	EPHB6	1.1589739322662354	0.2383318543434143	55	3695	0.0	0.01	tcr_nbr
2.217712111598347e-09	3.666752957649604e-15	2.878349070772475	6	5	TOX2	2.1415178775787354	0.7039188742637634	55	3517	0.0	0.01	tcr_nbr
1.1278900459619232e-09	4.136892270113578e-15	2.8753981954094	6	5	TOX2	2.139744520187378	0.7039369344711304	55	3567	0.0	0.01	tcr_nbr
1.164217528525076	4.418467398291056e-15	2.9650982330844875	2	11	EPHB6	1.1327649354934692	0.23859889805316925	55	1751	0.0	0.01	tcr_nbr
1.1977353972230702	5.8391975742994485e-15	3.13916064325192	0	11	EPHB6	1.2133896350860596	0.23777742683887482	55	1466	0.0	0.01	tcr_nbr
0.909256446115055	6.4386032114886045e-15	2.88642326901303	2	11	EPHB6	1.0972601175308228	0.2389606535434723	55	2703	0.0	0.01	tcr_nbr
0.505276123390841	6.890918382121495e-15	2.938623511196891	0	11	EPHB6	1.1207510232925415	0.2387213110923767	55	4583	0.0	0.01	tcr_nbr
7.358682667510065e-10	7.504629333391145e-15	2.835016386250008	6	5	TOX2	2.115518569946289	0.70418381690979	55	3537	0.0	0.01	tcr_nbr
0.9098072129594675	8.880892228792263e-15	3.050027197107965	2	11	EPHB6	1.1717520952224731	0.23820166289806366	55	583	0.0	0.01	tcr_nbr
1.2671534561058226	9.130500621569976e-15	3.1072749376492763	2	11	EPHB6	1.198410987854004	0.237930029630661	55	1534	0.0	0.01	tcr_nbr
1.0446935067739982	1.0808582187704569e-14	3.0246022330673803	5	11	EPHB6	1.1600096225738525	0.23832130432128906	55	649	0.0	0.01	tcr_nbr
5.176678653920113e-09	1.8419276581760163e-14	2.8362166594093354	6	5	TOX2	2.1162374019622803	0.7041764259338379	55	3589	0.0	0.01	tcr_nbr
1.7713621110589381	2.3485977461361155e-14	2.97229389577981	2	11	EPHB6	1.1360417604446411	0.23856550455093384	55	1418	0.0	0.01	tcr_nbr
0.9157582037215286	2.999974571636943e-14	3.0896895915705818	2	11	EPHB6	1.1901898384094238	0.23801380395889282	55	3647	0.0	0.01	tcr_nbr
1.3526322752534856	3.193044657506737e-14	2.9758886484492217	0	11	EPHB6	1.1376806497573853	0.23854881525039673	55	64	0.0	0.01	tcr_nbr
1.0778919706094696	3.9581588472582535e-14	2.8981363007235066	0	11	EPHB6	1.102508306503296	0.23890718817710876	55	2224	0.0	0.01	tcr_nbr
1.6716373526745946e-08	4.216103004903747e-14	2.823547177947377	6	5	TOX2	2.108652114868164	0.7042537331581116	55	3541	0.0	0.01	tcr_nbr
1.2032001989780114	4.241626449164111e-14	2.9062600165491466	2	11	EPHB6	1.1061559915542603	0.23887000977993011	55	294	0.0	0.01	tcr_nbr
1.1191371462286075e-08	4.494415872908426e-14	2.80366401729123	6	5	TOX2	2.0967636108398438	0.7043748497962952	55	3527	0.0	0.01	tcr_nbr
2.516438932955752e-09	4.6809097273530466e-14	2.7770266184126466	6	5	TOX2	2.080867052078247	0.7045367956161499	55	3591	0.0	0.01	tcr_nbr
4.944373489390654e-08	5.748441951089093e-14	2.818124528873991	6	5	TOX2	2.105407953262329	0.7042868137359619	55	3523	0.0	0.01	tcr_nbr
1.6149153895881574	5.914391851667023e-14	2.8901896013846278	5	11	EPHB6	1.098946213722229	0.23894347250461578	55	542	0.0	0.01	tcr_nbr
2.0821098052692735e-08	6.611777730155506e-14	2.8059193096744837	6	5	TOX2	2.098111152648926	0.7043611407279968	55	3542	0.0	0.01	tcr_nbr
5.791858072028322e-08	6.924918719990996e-14	2.810521269884023	5	5	TOX2	2.1008615493774414	0.7043331265449524	55	3552	0.0	0.01	tcr_nbr
1.5246103748117895e-08	8.07462508394643e-14	2.7806198573772516	6	5	TOX2	2.0830094814300537	0.7045150399208069	55	3563	0.0	0.01	tcr_nbr
5.8282551651301354e-08	8.919709341704229e-14	2.8019903999453035	6	5	TOX2	2.095763921737671	0.7043851017951965	55	3531	0.0	0.01	tcr_nbr
3.7957306746017934e-08	1.0004708524412566e-13	2.793667821284872	6	5	TOX2	2.090794086456299	0.7044357061386108	55	3568	0.0	0.01	tcr_nbr
3.890503602523381e-08	1.0648680030656082e-13	2.789217670114444	6	5	TOX2	2.0881381034851074	0.7044627666473389	55	3577	0.0	0.01	tcr_nbr
5.870936538072981e-08	1.1641948359910032e-13	2.7903095221503658	6	5	TOX2	2.088789701461792	0.7044561505317688	55	3573	0.0	0.01	tcr_nbr
8.078678500083652e-08	1.1737176738703288e-13	2.80648236852099	6	5	TOX2	2.098447561264038	0.7043576836585999	55	3546	0.0	0.01	tcr_nbr
2.7518990174185665	1.2756399876440184e-13	2.9492415813930126	0	11	EPHB6	1.1255613565444946	0.23867230117321014	55	4642	0.0	0.01	tcr_nbr
6.635327205248313e-08	1.3097608637343617e-13	2.7978676648943694	6	5	TOX2	2.09330153465271	0.7044101357460022	55	3571	0.0	0.01	tcr_nbr
2.105740173048481e-08	1.3147853742867415e-13	2.768588928218395	6	5	TOX2	2.075839042663574	0.7045880556106567	55	3520	0.0	0.01	tcr_nbr
1.704010595577884	1.4559173478435298e-13	2.8099523203727994	5	11	EPHB6	1.0633251667022705	0.23930642008781433	55	403	0.0	0.01	tcr_nbr
1.788297075256632e-08	1.4789520868917515e-13	2.758231375038339	6	5	TOX2	2.069671869277954	0.7046509385108948	55	3569	0.0	0.01	tcr_nbr
5.329129485765985e-08	1.5439481509414093e-13	2.7794559923479794	6	5	TOX2	2.082315444946289	0.7045220732688904	55	3584	0.0	0.01	tcr_nbr
1.3202229600470053e-07	1.5669835603224583e-13	2.810812298229022	6	5	TOX2	2.1010355949401855	0.7043313980102539	55	3529	0.0	0.01	tcr_nbr
1.7008094797694666	1.9726728211114353e-13	2.8107881001644874	2	11	EPHB6	1.0636929273605347	0.23930266499519348	55	2714	0.0	0.01	tcr_nbr
2.3255795556968284	2.4796146335612766e-13	2.775645074514047	2	11	EPHB6	1.0482879877090454	0.23945963382720947	55	743	0.0	0.01	tcr_nbr
