ttest_pvalue_adj	mwu_pvalue_adj	log2enr	gex_cluster	tcr_cluster	feature	mean_fg	mean_bg	num_fg	clone_index	mait_fraction	nbr_frac	graph_type
1.0626005659625565e-18	1.335189114934311e-38	2.0354674655046385	0	11	EPHB6	0.6525745391845703	0.2025582194328308	546	2165	0.0	0.1	tcr_nbr
2.8579384647592084e-18	1.9979184095798365e-38	1.9782929914916552	0	11	EPHB6	0.6379393935203552	0.20418667793273926	546	1582	0.0	0.1	tcr_nbr
2.410606647811677e-18	3.695095222453939e-38	2.0155706379374747	0	11	EPHB6	0.6474633812904358	0.2031269520521164	546	4447	0.0	0.1	tcr_nbr
2.6296720059442346e-18	6.349555605442962e-38	1.9955460591382932	0	11	EPHB6	0.6423388719558716	0.20369715988636017	546	542	0.0	0.1	tcr_nbr
4.1105985364884155e-18	7.650957583237376e-38	1.9906084045594634	0	11	EPHB6	0.6410782933235168	0.20383742451667786	546	4809	0.0	0.1	tcr_nbr
5.9991041609577496e-18	9.469318655164248e-38	1.9791655752457984	0	11	EPHB6	0.6381615400314331	0.20416195690631866	546	1255	0.0	0.1	tcr_nbr
1.8608370685047686e-18	1.1342607926543563e-37	2.0279950719557966	0	11	EPHB6	0.6506527662277222	0.20277206599712372	546	4287	0.0	0.1	tcr_nbr
6.3705081823690875e-18	1.2411283176929143e-37	1.988685313082875	0	11	EPHB6	0.6405876278877258	0.20389200747013092	546	4266	0.0	0.1	tcr_nbr
5.789676495380652e-18	1.4388359094307215e-37	1.9571880967615378	0	11	EPHB6	0.6325777769088745	0.20478326082229614	546	689	0.0	0.1	tcr_nbr
3.583212799338324e-18	1.7270970155711466e-37	2.0120436943033417	0	11	EPHB6	0.6465593576431274	0.20322753489017487	546	3289	0.0	0.1	tcr_nbr
2.206626151396603e-18	2.750099289824253e-37	2.0157871337039492	0	11	EPHB6	0.6475188732147217	0.20312076807022095	546	2413	0.0	0.1	tcr_nbr
5.543502528260026e-18	2.820465564527044e-37	1.9879818238150868	0	11	EPHB6	0.6404081583023071	0.20391196012496948	546	2401	0.0	0.1	tcr_nbr
1.0907774491291281e-17	3.3143983995183788e-37	1.9707254023835452	0	11	EPHB6	0.6360143423080444	0.20440088212490082	546	4811	0.0	0.1	tcr_nbr
5.269159042173983e-18	5.194130573197302e-37	1.993594434165953	0	11	EPHB6	0.6418404579162598	0.20375260710716248	546	5033	0.0	0.1	tcr_nbr
6.769742771155148e-18	5.349556456345027e-37	1.984035528167407	0	11	EPHB6	0.6394020915031433	0.20402392745018005	546	5297	0.0	0.1	tcr_nbr
8.575487249535915e-18	5.6831432087843665e-37	1.9435232965120528	0	11	EPHB6	0.6291181445121765	0.205168217420578	546	57	0.0	0.1	tcr_nbr
1.2816444374594184e-17	6.44918575642065e-37	1.949652771619906	0	11	EPHB6	0.6306688189506531	0.20499566197395325	546	1843	0.0	0.1	tcr_nbr
5.4992591222443515e-18	8.571804117510664e-37	1.9977633595214466	0	11	EPHB6	0.6429052948951721	0.203634113073349	546	2114	0.0	0.1	tcr_nbr
5.10432780124333e-18	8.656254755797514e-37	2.0085003773581396	0	11	EPHB6	0.6456517577171326	0.20332852005958557	546	1167	0.0	0.1	tcr_nbr
1.7861838637148083e-17	9.665308118354342e-37	1.9272879175263	0	11	EPHB6	0.6250198483467102	0.20562422275543213	546	5442	0.0	0.1	tcr_nbr
4.76768636710887e-18	9.769443748207884e-37	2.006137851215712	0	11	EPHB6	0.6450469493865967	0.203395813703537	546	3731	0.0	0.1	tcr_nbr
6.3475584763870984e-18	1.5930491562705866e-36	2.0107317476513766	0	11	EPHB6	0.646223247051239	0.20326493680477142	546	1159	0.0	0.1	tcr_nbr
7.702563020021158e-18	1.929695835711494e-36	2.0015200830193165	0	11	EPHB6	0.6438655853271484	0.20352725684642792	546	1556	0.0	0.1	tcr_nbr
7.299205734068887e-18	2.4211572384869676e-36	2.0063773051953993	0	11	EPHB6	0.6451082229614258	0.2033889889717102	546	2079	0.0	0.1	tcr_nbr
9.287278625296844e-18	2.4839375977050784e-36	1.990609481073158	0	11	EPHB6	0.641078531742096	0.20383737981319427	546	1125	0.0	0.1	tcr_nbr
5.518598617333391e-18	3.0826311703504184e-36	2.0260415341370734	0	11	EPHB6	0.6501507759094238	0.20282791554927826	546	4373	0.0	0.1	tcr_nbr
1.455332480783015e-17	4.0153674710087054e-36	1.9807814460876032	0	11	EPHB6	0.6385730504989624	0.20411618053913116	546	4390	0.0	0.1	tcr_nbr
1.938500480274898e-17	4.8389097388679895e-36	1.9662275312986977	0	11	EPHB6	0.6348714828491211	0.20452803373336792	546	683	0.0	0.1	tcr_nbr
1.619589164728403e-17	6.11844528171234e-36	1.9745786826825327	0	11	EPHB6	0.6369941830635071	0.20429185032844543	546	2934	0.0	0.1	tcr_nbr
1.6788131275187184e-17	1.2788247315238547e-35	1.985810936817197	0	11	EPHB6	0.6398546099662781	0.20397356152534485	546	1458	0.0	0.1	tcr_nbr
1.6928716481475174e-17	1.2834703901086604e-35	1.9731226349482491	0	11	EPHB6	0.6366238594055176	0.20433306694030762	546	478	0.0	0.1	tcr_nbr
2.312906280771353e-17	1.388772273406742e-35	1.9668938905174858	0	11	EPHB6	0.6350407600402832	0.2045092135667801	546	264	0.0	0.1	tcr_nbr
1.3012926929518988e-17	1.6068207973742294e-35	1.9916170428204898	0	11	EPHB6	0.641335666179657	0.2038087695837021	546	2091	0.0	0.1	tcr_nbr
1.4295698360531064e-17	1.9227585742005426e-35	1.9849063612594304	0	11	EPHB6	0.6396240592002869	0.20399923622608185	546	1697	0.0	0.1	tcr_nbr
2.714804210458038e-17	2.2845471060111887e-35	1.9712398930929629	0	11	EPHB6	0.6361451148986816	0.20438632369041443	546	1115	0.0	0.1	tcr_nbr
3.609014461935278e-17	3.1879891952736907e-35	1.960492725347986	0	11	EPHB6	0.6334158778190613	0.20469002425670624	546	157	0.0	0.1	tcr_nbr
4.2284008708266496e-17	3.765703950883811e-35	1.9516444909276904	0	11	EPHB6	0.6311731338500977	0.2049395591020584	546	4840	0.0	0.1	tcr_nbr
4.600461851400019e-17	3.9333875591977485e-35	1.9360757487521358	0	11	EPHB6	0.627236545085907	0.20537759363651276	546	393	0.0	0.1	tcr_nbr
6.394393323588653e-07	5.833297869179018e-35	3.766596468452764	0	11	EPHB6	1.5257177352905273	0.23459511995315552	55	5033	0.0	0.01	tcr_nbr
8.384779127641842e-17	7.102284579359727e-35	1.914883922231269	0	11	EPHB6	0.6218976974487305	0.2059716284275055	546	375	0.0	0.1	tcr_nbr
5.358428703030955e-17	8.005873297856156e-35	1.9493098219735283	0	11	EPHB6	0.6305820345878601	0.20500533282756805	546	3228	0.0	0.1	tcr_nbr
2.0576469999337382e-17	8.165585186341729e-35	1.996881675939629	0	11	EPHB6	0.6426800489425659	0.20365919172763824	546	1773	0.0	0.1	tcr_nbr
3.3920069941832495e-17	1.0280280549819105e-34	1.9539155506105284	0	11	EPHB6	0.631748378276825	0.20487554371356964	546	1487	0.0	0.1	tcr_nbr
1.7867593078874092e-16	1.3698138873008663e-34	1.885283547768723	0	11	EPHB6	0.6144787073135376	0.20679713785648346	546	835	0.0	0.1	tcr_nbr
1.4614441012905443e-16	1.8114342534911504e-34	1.899174233103408	0	11	EPHB6	0.617954671382904	0.20641036331653595	546	2608	0.0	0.1	tcr_nbr
4.41771524750718e-16	3.2101624601650115e-34	1.8526236629136885	0	11	EPHB6	0.6063450574874878	0.207702174782753	546	5331	0.0	0.1	tcr_nbr
1.0514698965565389e-16	3.516653900695211e-34	1.9413876079206436	0	11	EPHB6	0.6285783052444458	0.2052282989025116	546	4292	0.0	0.1	tcr_nbr
7.999800377898512e-17	3.8430998709607737e-34	1.941118231425008	0	11	EPHB6	0.6285101771354675	0.20523585379123688	546	4321	0.0	0.1	tcr_nbr
1.1959530287789617e-16	4.0563848537076915e-34	1.918882893846163	0	11	EPHB6	0.6229034066200256	0.2058597207069397	546	4655	0.0	0.1	tcr_nbr
6.084030849119615e-17	5.480688416571797e-34	1.9487788771993486	0	11	EPHB6	0.6304476261138916	0.20502027869224548	546	2220	0.0	0.1	tcr_nbr
2.3813763894527516e-16	6.939246183626119e-34	1.8951378303316018	0	11	EPHB6	0.6169435977935791	0.2065228670835495	546	2685	0.0	0.1	tcr_nbr
4.576711816401652e-16	8.87463960676056e-34	1.8622167058915027	0	11	EPHB6	0.6087284088134766	0.20743697881698608	546	5246	0.0	0.1	tcr_nbr
1.0978192806562408e-16	1.4234367119661424e-33	1.9490471089021324	0	11	EPHB6	0.6305155158042908	0.2050127238035202	546	3135	0.0	0.1	tcr_nbr
1.2812267837669602e-16	1.5683332663061396e-33	1.9314122340600404	0	11	EPHB6	0.6260597109794617	0.2055085301399231	546	294	0.0	0.1	tcr_nbr
2.698249377335054e-16	1.6123632945104497e-33	1.895174614270479	0	11	EPHB6	0.6169528365135193	0.20652185380458832	546	445	0.0	0.1	tcr_nbr
1.4485107867146974e-16	1.785286255039634e-33	1.9288734221175123	0	11	EPHB6	0.6254194974899292	0.2055797576904297	546	5424	0.0	0.1	tcr_nbr
8.501992530198632e-17	1.8675188696369336e-33	1.9437469681418396	0	11	EPHB6	0.6291747093200684	0.2051619291305542	546	1942	0.0	0.1	tcr_nbr
1.3185771054922545e-16	2.0780024540652673e-33	1.9546321335256023	0	11	EPHB6	0.6319299340248108	0.20485533773899078	546	5080	0.0	0.1	tcr_nbr
7.128347872776009e-16	3.254296904239861e-33	1.8609357947714897	0	11	EPHB6	0.6084098815917969	0.20747241377830505	546	5126	0.0	0.1	tcr_nbr
2.656073599728287e-16	3.874685074360576e-33	1.9088187207156986	0	11	EPHB6	0.6203739047050476	0.20614118874073029	546	4281	0.0	0.1	tcr_nbr
1.720551097650265e-16	4.744069933678343e-33	1.9345688341412854	0	11	EPHB6	0.6268561482429504	0.20541991293430328	546	4131	0.0	0.1	tcr_nbr
5.862329821686492e-16	4.9079479853262495e-33	1.881895545376588	0	11	EPHB6	0.6136323809623718	0.20689129829406738	546	4857	0.0	0.1	tcr_nbr
3.1552277962941005e-16	5.773344466623763e-33	1.9112050631897997	0	11	EPHB6	0.6209732294082642	0.20607450604438782	546	2120	0.0	0.1	tcr_nbr
1.567363529693787e-16	6.02870647097514e-33	1.9475522504515315	0	11	EPHB6	0.6301372051239014	0.20505481958389282	546	4410	0.0	0.1	tcr_nbr
1.6026077180149308e-16	8.381806592481013e-33	1.9591973377120246	0	11	EPHB6	0.6330872774124146	0.20472657680511475	546	1468	0.0	0.1	tcr_nbr
2.4597483941960155e-16	9.588513342130065e-33	1.917605494389039	0	11	EPHB6	0.6225820779800415	0.20589548349380493	546	1933	0.0	0.1	tcr_nbr
2.243758330483746e-16	1.6153869691076982e-32	1.9306397791806487	0	11	EPHB6	0.6258648633956909	0.20553019642829895	546	2936	0.0	0.1	tcr_nbr
2.6819430522254485e-16	2.012908270088351e-32	1.9242284311732047	0	11	EPHB6	0.6242490410804749	0.20570999383926392	546	4461	0.0	0.1	tcr_nbr
5.799933412325402e-16	2.798902029311222e-32	1.8983325953414303	0	11	EPHB6	0.6177437901496887	0.20643383264541626	546	403	0.0	0.1	tcr_nbr
3.2948160778435925e-16	3.9667257741880025e-32	1.9462588260035885	0	11	EPHB6	0.6298099756240845	0.20509123802185059	546	2032	0.0	0.1	tcr_nbr
1.0231049996419168e-15	4.335113176827489e-32	1.8674720107243608	0	11	EPHB6	0.6100360751152039	0.20729146897792816	546	4171	0.0	0.1	tcr_nbr
9.56478618586152e-16	4.4288822456624664e-32	1.8721059458642118	0	11	EPHB6	0.6111903190612793	0.2071630358695984	546	3695	0.0	0.1	tcr_nbr
3.8776801794336616e-16	4.613168084277973e-32	1.933653209006272	0	11	EPHB6	0.6266250610351562	0.20544561743736267	546	1466	0.0	0.1	tcr_nbr
2.5777168860163967e-05	7.694170481781703e-32	3.7209925655388756	2	11	EPHB6	1.5019662380218506	0.2348371297121048	55	2091	0.0	0.01	tcr_nbr
1.290298970232875e-15	8.185969987993293e-32	1.881814987802289	0	11	EPHB6	0.6136122941970825	0.20689354836940765	546	5410	0.0	0.1	tcr_nbr
1.2585229741388503e-15	8.848144815014015e-32	1.8884501363288173	0	11	EPHB6	0.6152702569961548	0.20670907199382782	546	3346	0.0	0.1	tcr_nbr
7.522746787282174e-16	1.1822654448145754e-31	1.8949197358138807	0	11	EPHB6	0.6168889999389648	0.2065289467573166	546	589	0.0	0.1	tcr_nbr
1.310226290509854e-15	1.3811713527456154e-31	1.8793894830575988	0	11	EPHB6	0.6130067706108093	0.20696091651916504	546	2221	0.0	0.1	tcr_nbr
1.8282336140155452e-15	1.7659512061151889e-31	1.8584433686097004	0	11	EPHB6	0.6077903509140015	0.2075413465499878	546	414	0.0	0.1	tcr_nbr
1.0039947742593502e-15	2.1683950630675456e-31	1.898249305600341	0	11	EPHB6	0.6177229285240173	0.2064361572265625	546	564	0.0	0.1	tcr_nbr
1.3667012026459633e-05	2.4777012634637176e-31	3.6132303031460897	2	11	EPHB6	1.446457862854004	0.2354026883840561	55	157	0.0	0.01	tcr_nbr
6.811029495783907e-06	3.909796357218859e-31	3.5107700347442594	0	11	EPHB6	1.3945109844207764	0.23593197762966156	55	2170	0.0	0.01	tcr_nbr
2.2551239197660703e-15	4.143532017951687e-31	1.8791363021773901	0	11	EPHB6	0.6129435896873474	0.20696794986724854	546	3347	0.0	0.1	tcr_nbr
2.234021222198032e-15	1.17299782503159e-30	1.890394427385817	0	11	EPHB6	0.6157565116882324	0.20665496587753296	546	1367	0.0	0.1	tcr_nbr
2.815308086067178e-15	1.4667114583357442e-30	1.873474742330422	0	11	EPHB6	0.6115314960479736	0.20712508261203766	546	810	0.0	0.1	tcr_nbr
2.8506325493938218e-15	1.8791334591175395e-30	1.8834521011478986	0	11	EPHB6	0.6140211224555969	0.20684804022312164	546	649	0.0	0.1	tcr_nbr
6.996199550770062e-15	2.2216540794423645e-30	1.8228798294563922	0	11	EPHB6	0.5989857316017151	0.2085210382938385	546	350	0.0	0.1	tcr_nbr
7.175869013036431e-15	2.715924834093546e-30	1.8292157610201105	0	11	EPHB6	0.6005495190620422	0.20834703743457794	546	2956	0.0	0.1	tcr_nbr
1.3116851123957594e-15	2.7212982780786897e-30	1.928183433331099	0	11	EPHB6	0.6252455711364746	0.2055991142988205	546	3813	0.0	0.1	tcr_nbr
4.4581474217741045e-15	2.8063470310931237e-30	1.8542002989399957	0	11	EPHB6	0.606736421585083	0.20765861868858337	546	629	0.0	0.1	tcr_nbr
3.0627142207650476e-15	5.1450751910434894e-30	1.8810206665216602	0	11	EPHB6	0.61341392993927	0.20691560208797455	546	2422	0.0	0.1	tcr_nbr
6.531344332207123e-15	5.387955063864636e-30	1.8496059543661116	0	11	EPHB6	0.6055963039398193	0.2077854871749878	546	3057	0.0	0.1	tcr_nbr
9.966125912521207e-15	6.704707401014528e-30	1.840351717848117	0	11	EPHB6	0.603303074836731	0.20804063975811005	546	1130	0.0	0.1	tcr_nbr
2.109203550470897e-15	9.979971524488777e-30	1.9162944322466022	0	11	EPHB6	0.622252345085144	0.20593217015266418	546	3655	0.0	0.1	tcr_nbr
4.877975011402291e-15	1.1915497407735811e-29	1.8882423955201393	0	11	EPHB6	0.6152182817459106	0.20671483874320984	546	1534	0.0	0.1	tcr_nbr
5.1141379798276056e-14	1.3371305261105756e-29	1.7420814766999575	0	11	EPHB6	0.5792297720909119	0.2107192724943161	546	521	0.0	0.1	tcr_nbr
7.732176289073271e-15	1.752497492405655e-29	1.8615937349124465	0	11	EPHB6	0.6085734963417053	0.20745421946048737	546	154	0.0	0.1	tcr_nbr
8.778882896545435e-15	3.016468571162114e-29	1.8551268828784098	0	11	EPHB6	0.606966495513916	0.20763301849365234	546	2212	0.0	0.1	tcr_nbr
1.084927479409479e-14	3.1661163965388416e-29	1.852265466765343	0	11	EPHB6	0.6062561273574829	0.2077120542526245	546	1237	0.0	0.1	tcr_nbr
5.8285943990361596e-05	4.3383058124678584e-29	3.6958994644767147	0	11	EPHB6	1.4889626502990723	0.2349696159362793	55	3680	0.0	0.01	tcr_nbr
5.77966065225955e-15	5.259530116498077e-29	1.8826054896841256	0	11	EPHB6	0.6138097047805786	0.20687158405780792	546	2252	0.0	0.1	tcr_nbr
1.1179356496752602e-14	1.2185255046273442e-28	1.8707871379864762	0	11	EPHB6	0.6108617186546326	0.2071996033191681	546	4197	0.0	0.1	tcr_nbr
7.45621553261207e-14	1.9449187821294846e-28	1.779280656163019	0	11	EPHB6	0.5882822275161743	0.20971201360225677	546	932	0.0	0.1	tcr_nbr
