ttest_pvalue_adj	ttest_stat	mwu_pvalue_adj	gex_cluster	tcr_cluster	num_fg	mean_fg	mean_bg	feature	mait_fraction	clone_index	nbr_frac	graph_type
0.02896417843209782	5.6245916241481675	3.025280400158046e-12	2	5	546	0.10622710622710622	0.030772366007744033	TRAV35	0.0	3903	0.1	gex_nbr
0.02896417843209782	5.6245916241481675	3.025280400158046e-12	5	5	546	0.10622710622710622	0.030772366007744033	TRAV35	0.0	422	0.1	gex_nbr
0.053173647469433545	5.51298162191358	2.3401678532645278e-11	5	5	546	0.1043956043956044	0.03097615651110658	TRAV35	0.0	2562	0.1	gex_nbr
0.053173647469433545	5.51298162191358	2.3401678532645278e-11	5	5	546	0.1043956043956044	0.03097615651110658	TRAV35	0.0	1960	0.1	gex_nbr
0.0972230892794037	5.400208171496985	1.7141951743468878e-10	2	5	546	0.10256410256410256	0.031179947014469123	TRAV35	0.0	3873	0.1	gex_nbr
0.0972230892794037	5.400208171496985	1.7141951743468878e-10	2	5	546	0.10256410256410256	0.031179947014469123	TRAV35	0.0	2837	0.1	gex_nbr
0.17701798591826096	5.286225203823711	1.1891096510763476e-09	5	5	546	0.10073260073260074	0.03138373751783167	TRAV35	0.0	1620	0.1	gex_nbr
0.17701798591826096	5.286225203823711	1.1891096510763476e-09	5	5	546	0.10073260073260074	0.03138373751783167	TRAV35	0.0	5031	0.1	gex_nbr
0.17701798591826096	5.286225203823711	1.1891096510763476e-09	5	5	546	0.10073260073260074	0.03138373751783167	TRAV35	0.0	3055	0.1	gex_nbr
0.17701798591826096	5.286225203823711	1.1891096510763476e-09	5	5	546	0.10073260073260074	0.03138373751783167	TRAV35	0.0	2603	0.1	gex_nbr
0.17701798591826096	5.286225203823711	1.1891096510763476e-09	2	5	546	0.10073260073260074	0.03138373751783167	TRAV35	0.0	2418	0.1	gex_nbr
0.17701798591826096	5.286225203823711	1.1891096510763476e-09	2	5	546	0.10073260073260074	0.03138373751783167	TRAV35	0.0	1966	0.1	gex_nbr
0.17701798591826096	5.286225203823711	1.1891096510763476e-09	2	5	546	0.10073260073260074	0.03138373751783167	TRAV35	0.0	3408	0.1	gex_nbr
0.3209026971774692	5.17098409307027	7.811775093208262e-09	2	5	546	0.0989010989010989	0.03158752802119421	TRAV35	0.0	4123	0.1	gex_nbr
0.3209026971774692	5.17098409307027	7.811775093208262e-09	2	5	546	0.0989010989010989	0.03158752802119421	TRAV35	0.0	2688	0.1	gex_nbr
0.3209026971774692	5.17098409307027	7.811775093208262e-09	2	5	546	0.0989010989010989	0.03158752802119421	TRAV35	0.0	594	0.1	gex_nbr
0.3209026971774692	5.17098409307027	7.811775093208262e-09	5	5	546	0.0989010989010989	0.03158752802119421	TRAV35	0.0	4383	0.1	gex_nbr
0.3209026971774692	5.17098409307027	7.811775093208262e-09	5	5	546	0.0989010989010989	0.03158752802119421	TRAV35	0.0	3381	0.1	gex_nbr
0.3209026971774692	5.17098409307027	7.811775093208262e-09	5	5	546	0.0989010989010989	0.03158752802119421	TRAV35	0.0	5201	0.1	gex_nbr
0.3209026971774692	5.17098409307027	7.811775093208262e-09	2	5	546	0.0989010989010989	0.03158752802119421	TRAV35	0.0	168	0.1	gex_nbr
0.3209026971774692	5.17098409307027	7.811775093208262e-09	5	5	546	0.0989010989010989	0.03158752802119421	TRAV35	0.0	1153	0.1	gex_nbr
0.3209026971774692	5.17098409307027	7.811775093208262e-09	5	5	546	0.0989010989010989	0.03158752802119421	TRAV35	0.0	3134	0.1	gex_nbr
0.3209026971774692	5.17098409307027	7.811775093208262e-09	5	5	546	0.0989010989010989	0.03158752802119421	TRAV35	0.0	1515	0.1	gex_nbr
0.3209026971774692	5.17098409307027	7.811775093208262e-09	5	5	546	0.0989010989010989	0.03158752802119421	TRAV35	0.0	3321	0.1	gex_nbr
0.3209026971774692	5.17098409307027	7.811775093208262e-09	2	5	546	0.0989010989010989	0.03158752802119421	TRAV35	0.0	1129	0.1	gex_nbr
0.3209026971774692	5.17098409307027	7.811775093208262e-09	2	5	546	0.0989010989010989	0.03158752802119421	TRAV35	0.0	505	0.1	gex_nbr
0.5791161199288821	5.05443346162526	4.860299440830634e-08	2	5	546	0.09706959706959707	0.03179131852455675	TRAV35	0.0	2373	0.1	gex_nbr
0.5791161199288821	5.05443346162526	4.860299440830634e-08	6	5	546	0.09706959706959707	0.03179131852455675	TRAV35	0.0	3588	0.1	gex_nbr
0.5791161199288821	5.05443346162526	4.860299440830634e-08	5	5	546	0.09706959706959707	0.03179131852455675	TRAV35	0.0	1660	0.1	gex_nbr
0.5791161199288821	5.05443346162526	4.860299440830634e-08	5	5	546	0.09706959706959707	0.03179131852455675	TRAV35	0.0	4506	0.1	gex_nbr
0.5791161199288821	5.05443346162526	4.860299440830634e-08	2	5	546	0.09706959706959707	0.03179131852455675	TRAV35	0.0	4841	0.1	gex_nbr
0.5791161199288821	5.05443346162526	4.860299440830634e-08	2	5	546	0.09706959706959707	0.03179131852455675	TRAV35	0.0	1735	0.1	gex_nbr
0.5791161199288821	5.05443346162526	4.860299440830634e-08	2	5	546	0.09706959706959707	0.03179131852455675	TRAV35	0.0	3801	0.1	gex_nbr
