"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"HIPK3",0.291178679430084,0.329141434175478,0.205,0.154,1
"SLC1A4",0.291255450170607,0.973436225662443,0.09,0.058,1
"AC090152.1",0.291255531199522,-0.135213865411155,0.218,0.327,1
"GAS5",0.291271831041305,-0.135086804509504,0.859,0.865,1
"NAA25",0.291353873139115,-0.0200284517944644,0.077,0.077,1
"KIAA0100",0.291588410836926,0.612494311762042,0.244,0.154,1
"POP7",0.291746291772385,-0.100728859181317,0.167,0.212,1
"AKIRIN2",0.291924962265927,0.393349804988213,0.423,0.404,1
"MT-ND4",0.292146201598735,-0.00965390932544485,0.987,0.962,1
"RAC1",0.29215239768585,0.309537618418629,0.679,0.615,1
"SAMD8",0.292268420302613,-0.686954853424265,0.038,0.115,1
"RFC2",0.292371964787007,-0.151901551915669,0.141,0.192,1
"DTYMK",0.292386365457472,-0.323433359559559,0.115,0.192,1
"ZNF282",0.292457211198471,0.126121517558194,0.051,0.115,1
"ATL3",0.292698770424075,-0.669972346869907,0.128,0.269,1
"MICA",0.292701437703942,-0.349939191743698,0.051,0.115,1
"HADHA",0.292822035978261,-0.330666758179008,0.59,0.712,1
"IFT27",0.292857782218891,0.486288091728642,0.244,0.173,1
"ERCC6",0.29301591671211,-0.328153443470261,0.103,0.173,1
"CFDP1",0.293106972631028,-0.629714912160293,0.256,0.442,1
"PHGDH",0.293286672502725,-0.469797729778148,0.038,0.038,1
"TRADD",0.293291532317242,-0.881489600404968,0.179,0.308,1
"ILVBL",0.293352651950761,-0.418562813006028,0.141,0.154,1
"ACADS",0.293419169935247,-0.419547439406547,0.077,0.115,1
"SIRT6",0.293509321781638,-0.356212234184172,0.154,0.25,1
"PTAR1",0.293558523979795,-0.567811641758221,0.09,0.192,1
"USP12",0.293621772007207,0.769052425805777,0.282,0.154,1
"POMK",0.293686590942688,-0.857857363792488,0.038,0.115,1
"LIMS2",0.293813251083865,-0.0378295250289116,0.551,0.615,1
"IER5L",0.293923523219203,0.481887149342975,0.244,0.173,1
"HYI",0.294118657236029,0.56127655091427,0.128,0.096,1
"MAK16",0.294150714796663,-1.58890603109702,0.026,0.173,1
"UBXN2A",0.294195540318724,-0.139007435759745,0.141,0.231,1
"EPB41",0.29428103655149,0.323386430949572,0.59,0.596,1
"SF3B5",0.29433148281332,0.271795327983073,0.628,0.635,1
"TIMM9",0.294414423309482,0.496938632353315,0.205,0.212,1
"PWP1",0.294443646840288,0.126355541659146,0.269,0.25,1
"SPART",0.294594894351481,-0.20292004977452,0.026,0.077,1
"LEMD3",0.2946908526521,0.542381693901815,0.282,0.25,1
"OBI1",0.295035144231924,0.539136900070968,0.167,0.135,1
"GEMIN2",0.295250852422417,0.21132445503762,0.038,0.096,1
"PSAP",0.295481046935784,0.281827733685235,0.718,0.673,1
"GIMAP6",0.295501722706076,0.79904510247259,0.385,0.269,1
"DHX38",0.295517527614804,-0.257196958421791,0.141,0.231,1
"NDUFS7",0.295603662447946,0.238435623164464,0.59,0.654,1
"NEAT1",0.295670374292926,-0.20465026716326,0.628,0.712,1
"EEF1B2",0.295784744252572,-0.131917613825745,0.974,0.981,1
"TUT1",0.29615858470144,0.78418478973819,0.205,0.135,1
"HIBADH",0.296161714077145,0.439668942148212,0.103,0.096,1
"USP22",0.296166447503634,-0.155978569197184,0.346,0.365,1
"MOB3C",0.296233875379653,-0.551855610306444,0.026,0.096,1
"INAFM2",0.296487081852561,0.121439312270606,0.128,0.115,1
"LFNG",0.296523950183031,1.00792972757723,0.077,0.038,1
"GTF2A1",0.296697642963771,-0.465146252138387,0.154,0.135,1
"UBA1",0.296728450561772,0.355502011565635,0.385,0.346,1
"DGCR2",0.29687695985097,-0.0138416581646795,0.231,0.25,1
"PIGB",0.296938026193354,-0.421230837614694,0.115,0.154,1
"RPL13",0.296992193595722,0.0392103240288346,1,1,1
"CETN2",0.297097126477941,-0.179707182118928,0.038,0.096,1
"SRSF9",0.297132474294255,0.225740931537719,0.756,0.692,1
"SCAP",0.297424982406667,-0.634541443771758,0.128,0.231,1
"MRFAP1L1",0.29748225132414,0.312695906641077,0.346,0.404,1
"TMEM268",0.2975029684064,-0.573006317693713,0.064,0.154,1
"AP2A1",0.297618377718046,-0.175361687336474,0.192,0.231,1
"CPSF3",0.297790167289086,0.0190292634090632,0.192,0.212,1
"TIMM22",0.298106169706997,0.817887511309811,0.205,0.135,1
"BRAP",0.298223116006403,0.700902961017285,0.205,0.115,1
"MAP7D3",0.298258865330902,0.221477534994813,0.167,0.115,1
"CDC123",0.298417264074218,0.469002940283381,0.346,0.288,1
"GPKOW",0.298487744493483,-0.141891178505871,0.064,0.115,1
"DYM",0.298761574396631,-0.796674831026572,0.167,0.212,1
"CLIP4",0.298834032674342,-0.0163334394613959,0.115,0.192,1
"KMT2E",0.298842469630316,-0.134181552123071,0.615,0.75,1
"CBX6",0.298909297564882,-0.458082159360988,0.128,0.192,1
"COX4I1",0.298953443660553,0.0418456019636881,0.974,0.942,1
"NKIRAS2",0.299010369546742,-0.0719713357317682,0.192,0.231,1
"NSD2",0.299016680254678,-1.04293480677743,0.115,0.288,1
"CC2D1B",0.299034743372478,0.658800109843335,0.231,0.154,1
"MIF",0.299154148315331,-0.0359869371420447,0.962,0.942,1
"PHLDB3",0.299320279344578,0.499065406373256,0.167,0.135,1
"CPSF4",0.299534830671496,0.455982521397025,0.167,0.173,1
"MTMR3",0.299599526408377,0.909584398205097,0.205,0.115,1
"CINP",0.299600536637707,-0.865495380291258,0.103,0.212,1
"ASCC3",0.299659230322371,1.15592413862716,0.231,0.135,1
"AC003681.1",0.299812651909776,0.533817335284628,0.09,0.019,1
"RP9",0.300136521064848,0.457161692147541,0.141,0.077,1
"ZNHIT6",0.300214355590578,0.939608821565719,0.128,0.058,1
"SLC46A3",0.300214373714987,-0.252660427108545,0.167,0.192,1
"RPS10-NUDT3",0.300287480507984,-0.534828728599212,0.256,0.365,1
"ITGB8",0.30040496288256,-1.03275112477279,0.103,0.231,1
"TIPIN",0.300515208765683,0.0329042248690472,0.077,0.115,1
"CRCP",0.300530542160673,-0.267668103140431,0.256,0.327,1
"WASHC1",0.300689508406881,-0.762139395019838,0.179,0.308,1
"SEC22C",0.300834758124075,-0.747186952674936,0.154,0.25,1
"POLR2E",0.300910872684884,-0.034515207442308,0.474,0.558,1
"MMS19",0.300929925511278,-0.455182610388513,0.218,0.385,1
"COX15",0.3010032566762,0.873545196159228,0.179,0.115,1
"HEXB",0.30100482433947,0.334592460706195,0.269,0.212,1
"PDK1",0.301523069879795,-0.0250867107024548,0.179,0.135,1
"PTPN11",0.301580347478716,0.0971351396890148,0.603,0.673,1
"CHSY1",0.301582365477692,-0.201682221417053,0.038,0.058,1
"DDX60",0.301582365477695,-0.738928396441585,0.038,0.058,1
"AC079336.2",0.301582365477699,-0.44594371778603,0.038,0.058,1
"ATP10D",0.301582365477699,-0.222893184086579,0.038,0.058,1
"NANS",0.301600304337405,0.454927261769087,0.077,0.058,1
"EIF4A3",0.301812057742941,-0.650735689736788,0.295,0.423,1
"NUP88",0.302113951528427,0.0744096278467921,0.141,0.135,1
"PRKY",0.302145565323155,-0.0708254798025227,0.179,0.115,1
"LAMTOR3",0.302244944723521,0.121544073873486,0.231,0.308,1
"DCAF15",0.302326831949105,-0.724813884968863,0.205,0.385,1
"FYCO1",0.302349128250758,-0.798697386127953,0.038,0.077,1
"SOCS5",0.302504555513915,0.252602819681048,0.09,0.038,1
"HLCS",0.302529216611768,0.367930941929332,0.09,0.038,1
"AKAP9",0.302630170728998,0.312061707758799,0.538,0.462,1
"WDR20",0.302870106685111,0.267450107553297,0.141,0.154,1
"GMDS-DT",0.302938912278924,0.34408270879489,0.154,0.115,1
"PLP2",0.302959829002119,-1.02653900646983,0.141,0.269,1
"TP53I13",0.303151230421664,-0.708470643116062,0.256,0.365,1
"INTS2",0.303253455199972,-0.604047376853045,0.064,0.096,1
"SNX27",0.303331309882964,0.0520662513871091,0.103,0.154,1
"KBTBD3",0.303375214180875,0.31130278421847,0.128,0.077,1
"EIF2AK1",0.303470241408708,-0.281321576055233,0.282,0.423,1
"FAM91A1",0.303526701253706,0.849244311371977,0.179,0.115,1
"TAGLN2",0.303700021322706,0.0923260940437993,0.654,0.596,1
"NBR1",0.303702205075915,0.643179347733033,0.346,0.288,1
"INO80C",0.303907872034897,-0.11585337857866,0.179,0.192,1
"C9orf85",0.303933156239555,-0.727525956234007,0.09,0.212,1
"CCR7",0.30417069481538,-0.192422545203669,0.218,0.288,1
"CPNE1",0.304211151402777,-0.144062689262365,0.385,0.481,1
"MAP3K5",0.304229231235013,0.956913010164004,0.282,0.154,1
"RIF1",0.304242688550694,0.839624931777059,0.256,0.192,1
"MEA1",0.304246732543416,0.510246790653587,0.513,0.385,1
"ATIC",0.304301460417448,0.0612060413499294,0.333,0.385,1
"TRBC1",0.304426835691669,-0.168774596753578,0.654,0.673,1
"TRAF7",0.304595673148521,0.698620697868138,0.231,0.154,1
"HNRNPA3",0.304692988722613,0.252597826012321,0.859,0.846,1
"CNEP1R1",0.304843475122675,-0.136808205116148,0.141,0.154,1
"CRLS1",0.304998299793073,0.295968032079523,0.192,0.212,1
"LHPP",0.305055863270977,0.306771845477327,0.103,0.135,1
"EVL",0.305137314539685,0.108500631669222,0.949,0.981,1
"RPS27A",0.305298114982095,0.0528173492017618,1,1,1
"GADD45A",0.305398714063033,0.0133696352215626,0.205,0.173,1
"TIPARP",0.30563461564939,-0.0531186630117875,0.167,0.173,1
"INTS3",0.305674192607186,-0.277105588683158,0.064,0.115,1
"MT-CO3",0.305798083269702,0.169835784621871,1,1,1
"GIT2",0.305869098987108,0.246158939463565,0.449,0.385,1
"ANKRD36C",0.306172325121917,-0.598277734469455,0.141,0.231,1
"MTX3",0.306303005606575,0.135425497894408,0.09,0.038,1
"ARHGEF9",0.306325528567826,0.517253478202011,0.192,0.135,1
"ATP23",0.306455879017981,1.20411198702181,0.077,0.019,1
"GNAI2",0.306580959098457,0.171689334568133,0.872,0.885,1
"MED14",0.306640690179903,0.677909447032598,0.167,0.096,1
"ATP2A3",0.306815641119955,-0.0662415873051504,0.321,0.308,1
"CCNI",0.306964143227789,0.0124885709459908,0.974,0.942,1
"XIAP",0.30698980177891,0.113449845237917,0.256,0.288,1
"BCAS3",0.30699141277861,0.355887760776753,0.115,0.115,1
"ASB8",0.307335093973561,-0.807156133068184,0.141,0.288,1
"AKAP10",0.307676419137432,-0.42410352048505,0.167,0.212,1
"PCF11",0.307742099256477,-0.00168349853429695,0.282,0.385,1
"TCP11L2",0.307941321871585,0.313990061179726,0.282,0.25,1
"ORAI3",0.308108030479244,0.0739065160142727,0.244,0.269,1
"RPL6",0.308160834298274,0.0322748537726918,1,1,1
"NDUFA2",0.308219549891174,0.65666469372202,0.615,0.423,1
"TP53TG1",0.308355941950783,-0.357343184132758,0.192,0.212,1
"NBPF12",0.308559097956321,-1.0795806607704,0.026,0.115,1
"CHFR",0.308641515071161,-0.14980726177927,0.179,0.269,1
"OTUD4",0.308934204626867,0.922040812826899,0.192,0.115,1
"CTDNEP1",0.309088463051159,0.0454439040218625,0.282,0.288,1
"RAN",0.309348935631943,0.0120751982855622,0.872,0.846,1
"WASF2",0.30940073876543,-0.136330853802573,0.5,0.538,1
"GSTO1",0.309506994947929,0.0919687797968444,0.295,0.385,1
"CIAO1",0.309513680050964,0.188267804147465,0.449,0.365,1
"POLR2H",0.309642463585534,0.264000638934849,0.269,0.269,1
"ZNF100",0.309832924136598,0.529756854224888,0.141,0.096,1
"KAT5",0.309838021305017,0.29158602174501,0.192,0.192,1
"AC239799.2",0.310189506876279,-0.726349981840077,0.026,0.077,1
"MRPL2",0.310192959022378,0.31417502483042,0.205,0.192,1
"GIPC1",0.310246897136106,0.00497611038873558,0.231,0.269,1
"DGCR6L",0.310441050025052,-0.289664415137957,0.282,0.327,1
"ZNF841",0.310568246502023,0.517304253940816,0.141,0.135,1
"SUMO3",0.310622339915481,0.0927263472772643,0.321,0.308,1
"IRF3",0.310802417129487,0.389671732942179,0.372,0.308,1
"ACYP1",0.310855759474637,-0.306089419557178,0.09,0.173,1
"APOL2",0.31102746513882,-0.613661307047718,0.064,0.115,1
"ERGIC3",0.311061801543769,-0.159702507391114,0.538,0.596,1
"PTGES2",0.311097274360985,0.251116586014807,0.218,0.212,1
"MIB2",0.311431314173973,0.432146900854152,0.359,0.231,1
"FRS2",0.311431663802993,0.350560295293853,0.141,0.115,1
"VPS45",0.311803658927056,-0.50125026953922,0.077,0.173,1
"COX19",0.311843209520115,0.527296997929043,0.231,0.154,1
"PHF7",0.31184481648203,-0.624825246738352,0.038,0.077,1
"GIMAP2",0.311927650194381,-0.00641520364235147,0.372,0.365,1
"MT-ND5",0.312155325142885,0.116984801015526,1,0.981,1
"HELQ",0.312189427857387,-0.601429747082533,0.141,0.25,1
"TRIM44",0.312381824474247,0.647261231717129,0.359,0.346,1
"CCDC85B",0.312441877760877,-0.361254200080561,0.449,0.577,1
"PPOX",0.312468770790897,1.4225345816508,0.141,0.019,1
"MIER3",0.312527343383087,-1.08494674412888,0.026,0.096,1
"NDUFS6",0.312583035273276,-0.337000509641509,0.462,0.577,1
"POR",0.312591485753987,0.61313969633233,0.192,0.135,1
"ACAT2",0.312681458051659,-0.171789378641398,0.167,0.25,1
"TRIB1",0.312889322386698,0.0115846385142074,0.154,0.231,1
"BTG3",0.313036706971555,0.22047625928354,0.192,0.212,1
"DHRS7B",0.313246053580607,-1.28817280736559,0.026,0.115,1
"MAPKAPK3",0.313324356882178,0.782770227422947,0.551,0.385,1
"BCAP29",0.313358081257916,0.61333717578922,0.167,0.115,1
"NDUFA13",0.313399258989192,0.0376053235778417,0.897,0.885,1
"SPSB3",0.313602453054166,-0.343909596864185,0.513,0.615,1
"ITGAV",0.313854654843316,0.738666774134263,0.179,0.096,1
"TMEM179B",0.313945752127884,0.381622671603063,0.577,0.462,1
"TC2N",0.313984721219626,0.580788803526582,0.705,0.538,1
"KATNB1",0.314098267993742,0.461819507045143,0.141,0.096,1
"HDDC2",0.314151042753028,0.29085524579825,0.41,0.327,1
"ASB13",0.314199400837837,-0.954268402253675,0.051,0.154,1
"MED7",0.314261600142907,0.717504520742709,0.103,0.038,1
"CEP152",0.314363261851087,-0.438029362173072,0.013,0.077,1
"TMA7",0.314504647489023,0.161737183592275,0.974,0.981,1
"AL359513.1",0.314523407360337,-0.421878766532444,0.038,0.077,1
"ERFL",0.314523407360341,-0.411506644450218,0.038,0.077,1
"ZNF709",0.314843253918804,-0.880086479777655,0.026,0.096,1
"MAD2L2",0.314843816888923,0.778833151567546,0.308,0.173,1
"MFSD14C",0.315009293307446,0.939237486931793,0.256,0.154,1
"BIN1",0.315086208267891,0.725166115714844,0.603,0.5,1
"RNLS",0.3151798746576,-0.795685301001746,0.026,0.077,1
"ZNF75D",0.315246873055856,0.742201750463434,0.103,0.096,1
"TRMT12",0.315333662877064,0.108605871390116,0.064,0.058,1
"STRIP1",0.315558866943609,-0.277204013444812,0.192,0.269,1
"IK",0.315755372268343,0.372447430652468,0.5,0.538,1
"WDR37",0.315828743846522,0.521114389300637,0.192,0.115,1
"ZADH2",0.315853731111715,-1.10238500926047,0.038,0.154,1
"AIMP1",0.316114319245896,-0.796815187733745,0.308,0.442,1
"ACTR3C",0.316229727491552,1.4210981220307,0.141,0.019,1
"UGCG",0.316292385846103,-0.210136205249664,0.385,0.346,1
"DDX39B",0.316386784394677,-0.175839747271484,0.615,0.731,1
"TRBV7-9",0.316388301618984,-2.18545148531351,0.038,0.058,1
"CTBP1-DT",0.316388301618986,-0.0704944607396083,0.038,0.058,1
"DHX8",0.316503345366497,0.159359569767273,0.205,0.135,1
"DENND10",0.316597020047589,0.896870518393142,0.141,0.115,1
"FDPS",0.316773043877037,-0.204919156056718,0.333,0.385,1
"RPL41",0.317120293226656,0.15358759141325,1,0.981,1
"TNFRSF25",0.317277069658304,0.0636955205607839,0.5,0.423,1
"LGALS9",0.317825118507776,-0.157318441995277,0.218,0.25,1
"FLI1",0.317843518100044,-0.103864919397128,0.359,0.288,1
"GEN1",0.317856776800556,0.224208557842151,0.038,0.038,1
"ZNF653",0.31785677680056,0.0244659736951638,0.038,0.038,1
"CPA5",0.317856776800561,0.218704845712789,0.038,0.038,1
"EXD2",0.317856776800561,0.489642946916345,0.038,0.038,1
"NUF2",0.317856776800561,0.0641299980193799,0.038,0.038,1
"ZNF408",0.317856776800561,0.119875745598252,0.038,0.038,1
"LACTB",0.317856776800565,0.108047682982724,0.038,0.038,1
"NAPB",0.317856776800565,0.187604282309318,0.038,0.038,1
"ZSWIM3",0.317856776800565,-0.00573319750705847,0.038,0.038,1
"AC005674.2",0.317856776800568,0.099014054893972,0.038,0.038,1
"LINC01011",0.317856776800568,0.372697598636439,0.038,0.038,1
"LRP5L",0.317856776800568,0.129650572602086,0.038,0.038,1
"PTPN13",0.317856776800568,0.257577528977993,0.038,0.038,1
"ARRDC1-AS1",0.31785677680057,0.156840563066185,0.038,0.038,1
"BBS9",0.31785677680057,-0.108521519746768,0.038,0.038,1
"CYB5RL",0.31785677680057,0.0181820101845873,0.038,0.038,1
"TMEM9B-AS1",0.31785677680057,0.0652842104812379,0.038,0.038,1
"DBNDD2",0.317873011038301,0.343485157344485,0.167,0.115,1
"APMAP",0.317897973354573,0.0247646402784293,0.346,0.385,1
"TOPORS",0.3179638381887,0.907254586238269,0.231,0.096,1
"TRDV1",0.318156238572562,-0.597167461247985,0.051,0.038,1
"AL138724.1",0.318156238572564,0.21166064491192,0.051,0.038,1
"SRXN1",0.318156238572566,-0.0386479157247024,0.051,0.038,1
"ZNF443",0.318156238572566,0.154342698342975,0.051,0.038,1
"ZNF605",0.318156238572569,0.00578080877991249,0.051,0.038,1
"TP53INP2",0.318156238572571,0.49786673214317,0.051,0.038,1
"DNAJC24",0.318156238572573,-0.0586034096516928,0.051,0.038,1
"SEPSECS",0.318156238572574,-0.258821390385431,0.051,0.038,1
"REPIN1",0.318305984797188,0.770056054629356,0.462,0.308,1
"LSM6",0.318399654644887,0.403177507438042,0.372,0.365,1
"DLD",0.318426432293291,-0.376925610439607,0.205,0.308,1
"AC091729.3",0.318528800691085,0.543501741094512,0.026,0,1
"AC018754.1",0.318528800691087,0.647123947421993,0.026,0,1
"ANKRD44-IT1",0.318528800691087,0.542246919157635,0.026,0,1
"DPP4",0.318528800691087,0.640952594901766,0.026,0,1
"GPR157",0.318528800691087,0.543250724664822,0.026,0,1
"HAS3",0.318528800691087,0.34588209858229,0.026,0,1
"IGHV4-55",0.318528800691087,0.408767079733771,0.026,0,1
"AC141424.1",0.318528800691088,0.425289721861462,0.026,0,1
"GRAPL",0.318528800691088,0.78209237494966,0.026,0,1
"MEGF6",0.318528800691088,0.283731362973321,0.026,0,1
"MTSS2",0.318528800691088,0.59176194175693,0.026,0,1
"OAF",0.318528800691088,0.464515513786242,0.026,0,1
"RIPOR1",0.318528800691088,0.472431732905196,0.026,0,1
"AC005540.1",0.318528800691089,0.428141014222708,0.026,0,1
"AC073046.1",0.318528800691089,0.420072817286604,0.026,0,1
"CLIP2",0.318528800691089,0.463281337149766,0.026,0,1
"CORO6",0.318528800691089,0.526350763099677,0.026,0,1
"CTNS",0.318528800691089,0.410903760762867,0.026,0,1
"LINC02325",0.318528800691089,0.308306643350102,0.026,0,1
"NEK11",0.318528800691089,0.512663252777681,0.026,0,1
"PTGFRN",0.318528800691089,0.321310811377574,0.026,0,1
"STK32B",0.318528800691089,0.585478915772628,0.026,0,1
"XRCC3",0.318528800691089,0.526350763099677,0.026,0,1
"ZNF285",0.318528800691089,0.407228936811681,0.026,0,1
"ZRANB2-AS2",0.318528800691089,0.616899939658521,0.026,0,1
"ABCB9",0.31852880069109,0.469274002657661,0.026,0,1
"AC009403.1",0.31852880069109,0.580638222724377,0.026,0,1
"AC016949.1",0.31852880069109,0.309107065710382,0.026,0,1
"AC133552.5",0.31852880069109,0.383857185214608,0.026,0,1
"AL355490.1",0.31852880069109,0.439125296201423,0.026,0,1
"AL355916.2",0.31852880069109,0.369107864298785,0.026,0,1
"CHKB-DT",0.31852880069109,0.410752644814499,0.026,0,1
"CXCR6",0.31852880069109,0.501433638546669,0.026,0,1
"GLDC",0.31852880069109,0.345329535684803,0.026,0,1
"LINC00336",0.31852880069109,0.449993868587214,0.026,0,1
"LRRC56",0.31852880069109,0.309107065710382,0.026,0,1
"NANOS1",0.31852880069109,0.454530887454362,0.026,0,1
"NPFF",0.31852880069109,0.465963758399353,0.026,0,1
"SKAP2",0.31852880069109,0.54360246211628,0.026,0,1
"SULT1B1",0.31852880069109,0.886164589408521,0.026,0,1
"TRIM3",0.31852880069109,0.429080030515535,0.026,0,1
"AC021739.2",0.31852880069109,0.411999228220952,0.026,0,1
"AL139384.1",0.31852880069109,0.511088266335263,0.026,0,1
"B3GAT2",0.31852880069109,0.642743673766722,0.026,0,1
"CFAP44",0.31852880069109,0.526835443070365,0.026,0,1
"HDAC9",0.31852880069109,0.572850035071227,0.026,0,1
"HECW2-AS1",0.31852880069109,0.677383655893537,0.026,0,1
"KIAA0556",0.31852880069109,0.570687912278698,0.026,0,1
"KIFC3",0.31852880069109,0.5084124892685,0.026,0,1
"LGALS4",0.31852880069109,0.754548624830271,0.026,0,1
"PINLYP",0.31852880069109,0.434491720888587,0.026,0,1
"SLFN12L",0.31852880069109,0.712510684648266,0.026,0,1
"ULK4",0.31852880069109,0.450915631602275,0.026,0,1
"USP27X",0.31852880069109,0.617406466714962,0.026,0,1
"ZSCAN12",0.31852880069109,0.617406466714962,0.026,0,1
"AC020656.2",0.318528800691091,0.644996231147808,0.026,0,1
"AC104041.1",0.318528800691091,0.519914872037017,0.026,0,1
"AC135050.1",0.318528800691091,0.451779729377858,0.026,0,1
"AL158163.2",0.318528800691091,0.615219516137285,0.026,0,1
"AL391832.3",0.318528800691091,0.561771987330379,0.026,0,1
"BX255925.3",0.318528800691091,0.514761493123647,0.026,0,1
"CPLANE2",0.318528800691091,0.405754980886059,0.026,0,1
"KHDC1",0.318528800691091,0.562304568446601,0.026,0,1
"KTN1-AS1",0.318528800691091,0.570382444778862,0.026,0,1
"MAPK6-DT",0.318528800691091,0.381335267694235,0.026,0,1
"MEX3D",0.318528800691091,0.499349532493564,0.026,0,1
"TRAV26-2",0.318528800691091,0.587600581401444,0.026,0,1
"UQCRHL",0.318528800691091,0.449431439537476,0.026,0,1
"ZNF665",0.318528800691091,0.427009900889428,0.026,0,1
"AC022706.1",0.318528800691092,0.531772714632768,0.026,0,1
"AC068279.2",0.318528800691092,0.485535984020906,0.026,0,1
"AC105285.1",0.318528800691092,0.390209656455413,0.026,0,1
"AL096678.1",0.318528800691092,0.504969170217837,0.026,0,1
"AL356481.1",0.318528800691092,0.869814669616302,0.026,0,1
"ANKS1A",0.318528800691092,0.577800889016076,0.026,0,1
"CAB39L",0.318528800691092,0.608707585804175,0.026,0,1
"CD19",0.318528800691092,0.47538316740563,0.026,0,1
"CSTF3-DT",0.318528800691092,0.502502900898844,0.026,0,1
"EXOC3-AS1",0.318528800691092,0.390093588334224,0.026,0,1
"FSCN1",0.318528800691092,0.480845718984246,0.026,0,1
"GCC2-AS1",0.318528800691092,0.519506444714704,0.026,0,1
"GPSM1",0.318528800691092,0.486636865333941,0.026,0,1
"IGHV4-59",0.318528800691092,0.464840749593628,0.026,0,1
"LINC00528",0.318528800691092,0.56480010363004,0.026,0,1
"LINC01366",0.318528800691092,0.377199798269953,0.026,0,1
"RAB26",0.318528800691092,0.609337549848939,0.026,0,1
"TK1",0.318528800691092,0.810029160753325,0.026,0,1
"TSPAN13",0.318528800691092,0.509387792389958,0.026,0,1
"ZBTB42",0.318528800691092,0.56480010363004,0.026,0,1
"AC092747.4",0.318528800691093,0.332840958689669,0.026,0,1
"AC126696.3",0.318528800691093,0.389145794075036,0.026,0,1
"AC145212.1",0.318528800691093,0.534875861427896,0.026,0,1
"AP000873.4",0.318528800691093,0.526168395275416,0.026,0,1
"AP4E1",0.318528800691093,0.540735124132262,0.026,0,1
"CCDC78",0.318528800691093,0.902994314002219,0.026,0,1
"CD8A",0.318528800691093,0.698414394652445,0.026,0,1
"CDK18",0.318528800691093,0.553340738447807,0.026,0,1
"EIF3CL",0.318528800691093,0.454273985605157,0.026,0,1
"ETNK2",0.318528800691093,0.389145794075036,0.026,0,1
"MDC1-AS1",0.318528800691093,0.59328929595821,0.026,0,1
"NANP",0.318528800691093,0.577943118561725,0.026,0,1
"SEMA7A",0.318528800691093,0.527379125166123,0.026,0,1
"SNTG2",0.318528800691093,0.394246326393451,0.026,0,1
"TNKS1BP1",0.318528800691093,0.519010570009631,0.026,0,1
"AAMDC",0.318528800691094,0.567299150111482,0.026,0,1
"AC068831.4",0.318528800691094,0.407118230049927,0.026,0,1
"AL031714.1",0.318528800691094,0.517044905873412,0.026,0,1
"AL353622.1",0.318528800691094,0.579832273804943,0.026,0,1
"BCAR1",0.318528800691094,0.386595008096747,0.026,0,1
"FAM53A",0.318528800691094,0.339529136615469,0.026,0,1
"IGHV3-33",0.318528800691094,0.468240144930841,0.026,0,1
"IL15RA",0.318528800691094,0.369289413734103,0.026,0,1
"RXRA",0.318528800691094,0.494228894316731,0.026,0,1
"TRAV13-1",0.318528800691094,1.01481977541795,0.026,0,1
"FADS3",0.318528800691095,0.380934463569654,0.026,0,1
"ME3",0.318528800691095,0.482489395715187,0.026,0,1
"SLAMF8",0.318528800691095,0.364312904595451,0.026,0,1
"TRBJ1-2",0.318528800691095,0.482489395715187,0.026,0,1
"AC096677.1",0.318528800691096,0.421446544450002,0.026,0,1
"C1orf56",0.318528800691096,0.719562054064388,0.026,0,1
"USP3-AS1",0.318528800691096,0.338429966871669,0.026,0,1
"AC073254.1",0.318528800691097,0.487427003167832,0.026,0,1
"CAPN5",0.318528800691097,0.487427003167832,0.026,0,1
"STARD10",0.318528800691097,0.497922521222696,0.026,0,1
"LRRCC1",0.318528800691098,0.49431946829309,0.026,0,1
"RFX5",0.318593204133461,0.450096173392754,0.141,0.154,1
"TIMM21",0.318767190507033,1.14309293004453,0.103,0.038,1
"TMC8",0.318816530530987,-0.0962216747285393,0.603,0.712,1
"ATG13",0.319265151700637,0.92402261564184,0.167,0.077,1
"KRIT1",0.319470195475083,0.227742964311724,0.308,0.231,1
"RNASEK",0.319638126828421,0.0665573453121642,0.923,0.923,1
"HP1BP3",0.319704785607399,-0.326579061963758,0.756,0.788,1
"CHKA",0.319854600892887,0.1958320375881,0.064,0.096,1
"CSRP1",0.319978361229476,-0.452883867301246,0.244,0.327,1
"NEK3",0.32005028100615,0.259116571558236,0.038,0.058,1
"IBA57",0.320141348871413,0.0490545825708071,0.013,0.019,1
"PSMG3-AS1",0.320141348871413,0.0490545825708071,0.013,0.019,1
"AC109597.2",0.320141348871415,-0.0404782422684811,0.013,0.019,1
"AQP11",0.320141348871418,0.138386682222502,0.013,0.019,1
"CEBPB-AS1",0.320141348871419,-0.067476629208659,0.013,0.019,1
"IL7",0.320141348871419,-0.0746466838412241,0.013,0.019,1
"PCOLCE",0.320141348871419,-0.0746466838412241,0.013,0.019,1
"DUSP7",0.320141348871419,-0.00951519167573522,0.013,0.019,1
"AC009950.1",0.32014134887142,-0.150635330776405,0.013,0.019,1
"AC087741.1",0.32014134887142,0.00569360006643205,0.013,0.019,1
"C3orf18",0.32014134887142,0.00569360006643205,0.013,0.019,1
"FAM13A",0.320141348871421,0.0566994669560366,0.013,0.019,1
"STK36",0.320141348871421,0.00247296382207773,0.013,0.019,1
"RCAN3",0.320224119559171,-0.0495813271116683,0.141,0.173,1
"EIF4G1",0.320319034231799,0.440883206797828,0.436,0.365,1
