"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TAP1.6",2.06764206827817e-14,0.439013959829713,0.5,0.365,7.56777673410493e-10,"10","TAP1"
"NR4A2.8",3.02724969359119e-14,-0.582662599256204,0.466,0.62,1.10800366035131e-09,"10","NR4A2"
"TNFSF10",3.18464061056722e-14,0.435596505258121,0.219,0.115,1.16561030987371e-09,"10","TNFSF10"
"TOX2.8",7.58379805577587e-14,-1.09645795370774,0.04,0.165,2.77574592639453e-09,"10","TOX2"
"PDCD1.8",8.30893829014029e-14,-1.02420377475918,0.038,0.162,3.04115450357425e-09,"10","PDCD1"
"EVL.3",9.34951393288727e-14,0.280810997132547,0.93,0.896,3.42201559457607e-09,"10","EVL"
"JUNB.8",1.12833747685738e-13,-0.492033876006993,0.919,0.953,4.12982799904571e-09,"10","JUNB"
"ISG20.8",1.1739628117402e-13,0.446461691685425,0.615,0.497,4.29682128725031e-09,"10","ISG20"
"LINC01578.6",1.20202705258327e-13,-0.363220280482374,0.794,0.888,4.39953921516004e-09,"10","LINC01578"
"TNFAIP3.9",1.35071765684205e-13,-0.554530625326812,0.679,0.773,4.94376169580758e-09,"10","TNFAIP3"
"PDE7A.7",1.82538193271755e-13,0.367377934583792,0.613,0.466,6.68108041193952e-09,"10","PDE7A"
"PSME1.3",3.13494401810474e-13,0.338453596421458,0.826,0.769,1.14742086006651e-08,"10","PSME1"
"NFKBIA.8",3.83326649657469e-13,-0.545978983856719,0.706,0.795,1.4030138704113e-08,"10","NFKBIA"
"SMCHD1.4",4.12763467701999e-13,0.378059501258613,0.704,0.597,1.51075556813609e-08,"10","SMCHD1"
"JUN.9",5.40361484413384e-13,-0.698196293441404,0.762,0.843,1.97777706910143e-08,"10","JUN"
"ZFP36.10",8.57864202306495e-13,-0.917561129200972,0.743,0.813,3.139868766862e-08,"10","ZFP36"
"CD7.8",1.03622822358088e-12,0.332212516574854,0.847,0.764,3.79269892112837e-08,"10","CD7"
"TENT5C.6",1.34102519280296e-12,-0.455525867509528,0.128,0.274,4.9082863081781e-08,"10","TENT5C"
"H3F3B.6",2.21051902094318e-12,-0.314669347751822,0.972,0.97,8.09072066855413e-08,"10","H3F3B"
"TRAF3IP3.3",2.48600530837957e-12,0.298932097917905,0.813,0.72,9.09902802920007e-08,"10","TRAF3IP3"
"GAPDH.7",2.88915991310328e-12,-0.490460401813443,0.917,0.93,1.05746141979493e-07,"10","GAPDH"
"PSMB10.5",3.08266944704735e-12,0.398635578362434,0.502,0.383,1.1282878443138e-07,"10","PSMB10"
"CHMP5.2",3.54854416452758e-12,0.377541351095984,0.285,0.175,1.29880264965874e-07,"10","CHMP5"
"GIMAP5.6",4.92304179856397e-12,0.347597537896529,0.57,0.447,1.8018825286924e-07,"10","GIMAP5"
"YPEL5.9",7.11027768292899e-12,-0.489038046033384,0.572,0.698,2.60243273472884e-07,"10","YPEL5"
"ZNF331.8",7.53583402484618e-12,-0.487085288031346,0.317,0.474,2.75819061143395e-07,"10","ZNF331"
"EMP3.6",1.32562760851689e-11,0.337486085888198,0.666,0.529,4.85192960993268e-07,"10","EMP3"
"DUSP2.8",1.57692994688459e-11,-0.663761909602133,0.381,0.515,5.7717212985923e-07,"10","DUSP2"
"FOS.9",1.77272539162986e-11,-0.521478141604558,0.832,0.886,6.48835220590444e-07,"10","FOS"
"S100A4.7",1.88469621033917e-11,-0.4940465460124,0.474,0.622,6.89817659946239e-07,"10","S100A4"
"ICOS.5",5.38168289529074e-11,-0.427256326734441,0.268,0.414,1.96974975650537e-06,"10","ICOS"
"AC004585.1.8",6.64779644556665e-11,-0.408993554334122,0.017,0.111,2.43315997704185e-06,"10","AC004585.1"
"NAPA.2",9.6853230268203e-11,0.309163516595294,0.451,0.331,3.5449250810465e-06,"10","NAPA"
"DENND2D.8",1.61648234244056e-10,0.346731263036736,0.674,0.559,5.91648702156669e-06,"10","DENND2D"
"ERAP2.2",2.15217599938743e-10,0.340695426476551,0.4,0.288,7.87717937535795e-06,"10","ERAP2"
"AC005842.1",3.89532398753704e-10,0.252943114880422,0.164,0.084,1.42572753267843e-05,"10","AC005842.1"
"ICAM2.2",4.35629563264524e-10,0.323190635955238,0.455,0.336,1.59444776450448e-05,"10","ICAM2"
"IGKV3-20",8.46379436368338e-10,0.274839686537567,0.136,0.066,3.09783337505176e-05,"10","IGKV3-20"
"NR4A3.5",9.92329530482225e-10,-0.343457515325762,0.064,0.17,3.63202531451799e-05,"10","NR4A3"
"TNFRSF1B.7",1.31370173023104e-09,-0.45676614043451,0.119,0.237,4.80827970281863e-05,"10","TNFRSF1B"
"CXCR4.9",1.82170179518401e-09,-0.378267408488486,0.798,0.86,6.667610740553e-05,"10","CXCR4"
"CLEC2D.7",3.64439779225398e-09,0.316651432822358,0.604,0.515,0.000133388603594288,"10","CLEC2D"
"GSDMD.1",3.74256051579367e-09,0.299860647004056,0.321,0.221,0.000136981457438564,"10","GSDMD"
"ANXA6.1",3.91198973569068e-09,0.26118065077482,0.568,0.46,0.000143182736316014,"10","ANXA6"
"PDE4D.3",4.96427120297045e-09,-0.354540701006585,0.123,0.235,0.000181697290299922,"10","PDE4D"
"TIPARP.4",5.25915312812617e-09,-0.307803972160403,0.085,0.192,0.000192490263642546,"10","TIPARP"
"PHACTR2.6",7.16945506894368e-09,-0.361225257996264,0.145,0.263,0.000262409224978408,"10","PHACTR2"
"KLF6.8",7.1818647838604e-09,-0.367113877292735,0.657,0.762,0.000262863432954074,"10","KLF6"
"EIF4E3.1",9.63225297719533e-09,0.300146262299882,0.255,0.166,0.000352550091218326,"10","EIF4E3"
"TRABD2A.7",1.03733624013076e-08,0.283169607988031,0.515,0.395,0.00037967543725026,"10","TRABD2A"
"TAPBP.2",1.3487045602673e-08,0.331268547885836,0.653,0.569,0.000493639356103435,"10","TAPBP"
"TOX.7",1.67351635623751e-08,-0.472461600946362,0.091,0.19,0.000612523721546491,"10","TOX"
"GIMAP1.3",1.75820955564658e-08,0.358222158042723,0.528,0.43,0.000643522279462204,"10","GIMAP1"
"NOSIP.9",1.7703825817072e-08,0.250154275272425,0.789,0.707,0.000647977728730654,"10","NOSIP"
"PTPN11.8",2.21411644197783e-08,-0.452167224688844,0.149,0.257,0.000810388758928305,"10","PTPN11"
"RBCK1.1",2.25300578446631e-08,0.309154904019689,0.426,0.319,0.000824622647172514,"10","RBCK1"
"LINC01138.6",2.64820090823117e-08,0.305741363684186,0.585,0.479,0.000969268014421689,"10","LINC01138"
"PLK3.3",3.05983018026885e-08,-0.331972408879871,0.27,0.395,0.0011199284442802,"10","PLK3"
"TRANK1.1",4.29584832585313e-08,0.324025706711785,0.262,0.173,0.00157232344574551,"10","TRANK1"
"ODC1.4",4.58060116575883e-08,-0.378027446443353,0.357,0.486,0.00167654583267939,"10","ODC1"
"RGS1.9",4.60757929927902e-08,-0.459073941492718,0.162,0.276,0.00168642009932912,"10","RGS1"
"SLFN5.5",4.63593340722993e-08,0.278684947106208,0.5,0.391,0.00169679798638023,"10","SLFN5"
"SMDT1.1",4.92990499039381e-08,0.324744293024601,0.574,0.487,0.00180439452553404,"10","SMDT1"
"CDKN1A.8",6.16666761681853e-08,-0.517143319444348,0.034,0.113,0.00225706201443175,"10","CDKN1A"
"ARPC5.5",6.38693986841187e-08,0.27610021372718,0.555,0.451,0.00233768386123743,"10","ARPC5"
"TSC22D3.9",7.69916821048943e-08,-0.36103033787222,0.887,0.9,0.00281797255672124,"10","TSC22D3"
"TAP2.2",8.46331535343356e-08,0.363441037733192,0.428,0.341,0.00309765805251022,"10","TAP2"
"LAIR1.3",8.50150724665699e-08,0.283175544951392,0.236,0.153,0.00311163666734892,"10","LAIR1"
"CSRNP1.8",1.0487292199148e-07,-0.352885639439605,0.419,0.53,0.00383845381781017,"10","CSRNP1"
"GADD45A.6",1.17303701526586e-07,-0.311477829037591,0.115,0.219,0.00429343277957459,"10","GADD45A"
"IDS.6",1.21293679966207e-07,-0.330855193358494,0.474,0.588,0.00443946998044313,"10","IDS"
"SCML4.5",1.43776444855932e-07,0.287185254731221,0.513,0.416,0.00526236165817197,"10","SCML4"
"LNPEP.3",1.66309594609835e-07,0.285998710504353,0.532,0.431,0.00608709747231459,"10","LNPEP"
"TRIM21",1.69998868854042e-07,0.302884807180109,0.157,0.092,0.00622212859892679,"10","TRIM21"
"IRF2BP2.4",1.93845662809589e-07,-0.264846023007173,0.26,0.379,0.00709494510449378,"10","IRF2BP2"
"HMGB1.3",1.95699629740425e-07,-0.260222424174837,0.745,0.829,0.00716280214812928,"10","HMGB1"
"H2AFX.3",2.50138164495257e-07,-0.252587679882817,0.128,0.227,0.0091553069586909,"10","H2AFX"
"BCL6.4",2.55105970964678e-07,-0.270756024675432,0.04,0.116,0.0093371336432782,"10","BCL6"
"AAK1.4",2.62793415652262e-07,0.25700299266066,0.551,0.446,0.00961850180628844,"10","AAK1"
"RHBDD2.3",3.40522896827863e-07,-0.250727001565354,0.238,0.355,0.0124634785467966,"10","RHBDD2"
"ZFP36L2.8",3.71620366901336e-07,-0.296712188837411,0.926,0.959,0.0136016770489558,"10","ZFP36L2"
"TRIM8.6",3.73233105415811e-07,-0.293455127880167,0.2,0.311,0.0136607048913241,"10","TRIM8"
"RNF125.5",3.98908924819297e-07,-0.275649842991961,0.287,0.415,0.0146004655573111,"10","RNF125"
"LIMS1.6",4.1624286049046e-07,-0.368349865477194,0.174,0.277,0.0152349049368113,"10","LIMS1"
"SIT1.5",4.2800748359096e-07,0.318771633217101,0.417,0.332,0.0156655019069127,"10","SIT1"
"BHLHE40.6",4.82123225374656e-07,-0.332486456740576,0.032,0.101,0.0176461921719378,"10","BHLHE40"
"FOSB.9",5.35050258476893e-07,-0.418421889583599,0.634,0.7,0.0195833745105127,"10","FOSB"
"EZR.8",6.95292685063041e-07,-0.3191976119838,0.406,0.511,0.0254484075659924,"10","EZR"
"P2RY8.3",8.24230471766468e-07,-0.31957317577701,0.33,0.44,0.0301676594971245,"10","P2RY8"
"SMAD7.5",8.3408806164224e-07,-0.310143805876485,0.16,0.258,0.0305284571441676,"10","SMAD7"
"FABP5.6",8.68210177674043e-07,-0.32563211184872,0.049,0.124,0.0317773607130476,"10","FABP5"
"RNF7",9.20016688624556e-07,-0.266531881429744,0.27,0.377,0.0336735308203474,"10","RNF7"
"PIK3IP1.7",1.12692964481668e-06,-0.302792593110202,0.687,0.767,0.0412467519299353,"10","PIK3IP1"
"VOPP1.4",1.16966123189963e-06,-0.275161826330904,0.23,0.335,0.0428107707487584,"10","VOPP1"
"IRS2.7",1.31692492533831e-06,-0.264541669893141,0.106,0.193,0.0482007691923076,"10","IRS2"
"NUB1",1.37330119572685e-06,0.323878627607983,0.336,0.254,0.0502641970647985,"10","NUB1"
"SH2D1A.9",1.5142416996577e-06,-0.49476763163306,0.162,0.25,0.0554227604491714,"10","SH2D1A"
"NAP1L4.3",1.62555181237187e-06,-0.262150860943288,0.374,0.485,0.0594968218846229,"10","NAP1L4"
"KLF2.7",1.63449506585804e-06,-0.43232455913129,0.791,0.763,0.0598241539054702,"10","KLF2"
"IFRD1.5",1.65909226481107e-06,-0.265409038882522,0.204,0.311,0.0607244359843501,"10","IFRD1"
"RAB27A.5",1.80760227245944e-06,-0.251245346246199,0.079,0.16,0.0661600507742879,"10","RAB27A"
"PDLIM2.2",1.98180842641729e-06,0.258385738746828,0.321,0.237,0.0725361702152992,"10","PDLIM2"
"TUBA1A.7",2.38664712084528e-06,-0.391634336789886,0.628,0.702,0.087353671270058,"10","TUBA1A"
"MYD88",3.41089838964611e-06,0.26346771666768,0.202,0.137,0.124842291959437,"10","MYD88"
"NMI",3.44147606694915e-06,0.256014312042182,0.183,0.12,0.125961465526406,"10","NMI"
"HIST1H4C.3",3.66489757733573e-06,-0.284378009186113,0.553,0.656,0.134138916228065,"10","HIST1H4C"
"CXCR5.7",3.86195573699271e-06,-0.37847073879069,0.096,0.178,0.14135144192967,"10","CXCR5"
"GADD45B.9",3.93005626348945e-06,-0.370360571545788,0.447,0.54,0.143843989299977,"10","GADD45B"
"AHNAK.10",4.57251832870023e-06,-0.372695338999953,0.304,0.4,0.167358743348757,"10","AHNAK"
"IL2RB.6",4.70798525304791e-06,-0.254378436356852,0.128,0.215,0.172316968246807,"10","IL2RB"
"TOB1.4",5.15585399815286e-06,-0.251864002254589,0.298,0.406,0.188709412186393,"10","TOB1"
"CST7.8",5.39312807507795e-06,-0.256599879467265,0.036,0.1,0.197393880675928,"10","CST7"
"BTG2.7",5.81935272474339e-06,-0.321814711193564,0.566,0.661,0.212994129078333,"10","BTG2"
"GIMAP2",6.2502431200541e-06,0.292572883453393,0.349,0.272,0.2287651484371,"10","GIMAP2"
"ITPKB.7",6.39592604307788e-06,-0.293290778780052,0.406,0.504,0.234097289102694,"10","ITPKB"
"C9orf16.8",6.93499464285758e-06,-0.338411367468447,0.487,0.577,0.25382773892323,"10","C9orf16"
"RILPL2.7",7.47666646652621e-06,-0.313806909910705,0.198,0.286,0.273653469341326,"10","RILPL2"
"STK39.4",7.57026552412819e-06,-0.257362376141711,0.104,0.184,0.277079288448616,"10","STK39"
"LMNA.8",8.72096004108345e-06,-0.387133798343579,0.04,0.101,0.319195858463695,"10","LMNA"
"RGS2.6",1.01956842250694e-05,-0.328770975956795,0.143,0.223,0.373172238321767,"10","RGS2"
"SPATS2L.2",1.03619379004532e-05,0.254271849235809,0.117,0.068,0.379257289094487,"10","SPATS2L"
"IER5L.4",1.09131739176323e-05,-0.257434392922898,0.06,0.127,0.399433078559261,"10","IER5L"
"DNAJB1.7",1.14539982216221e-05,-0.296498625823505,0.681,0.762,0.419227788909591,"10","DNAJB1"
"AC012645.3.8",1.20674576727933e-05,-0.275691659104548,0.109,0.188,0.441681018281909,"10","AC012645.3"
"HLA-F.5",1.41867825634083e-05,0.302029098263655,0.687,0.632,0.519250428603307,"10","HLA-F"
"PER1.7",1.5152067857805e-05,-0.305343838713945,0.251,0.335,0.554580835663519,"10","PER1"
"KLF3.6",1.5461740866451e-05,-0.308987221890443,0.379,0.465,0.565915177452974,"10","KLF3"
"UTRN.3",1.68795767199761e-05,0.316077246072388,0.43,0.36,0.617809387527844,"10","UTRN"
"PPP1R15A.9",1.98269916185165e-05,-0.331592457648732,0.655,0.723,0.725687720229321,"10","PPP1R15A"
"YWHAQ.4",2.19602478653872e-05,-0.319122442814864,0.291,0.373,0.803767032121038,"10","YWHAQ"
"TRIM56.1",2.5489895917618e-05,0.258216817706564,0.23,0.164,0.932955680480736,"10","TRIM56"
"TNFRSF4.9",2.61852994398697e-05,-0.319894682390213,0.102,0.175,0.958408144798672,"10","TNFRSF4"
"PPP1CC.7",3.14493040192724e-05,-0.459764455968324,0.438,0.513,1,"10","PPP1CC"
"TRIM14",3.24557025743789e-05,0.273076742505971,0.202,0.141,1,"10","TRIM14"
"RNF19A.7",3.857596252379e-05,-0.332508501930652,0.289,0.37,1,"10","RNF19A"
"HIF1A.6",4.2790564733598e-05,-0.288266680920738,0.381,0.465,1,"10","HIF1A"
"MAF.6",4.58241900966365e-05,-0.309745720628908,0.126,0.197,1,"10","MAF"
"PLAC8.5",6.73033964131523e-05,0.261183348380026,0.33,0.259,1,"10","PLAC8"
"AREG.8",7.50008024825608e-05,-0.326274280732249,0.206,0.285,1,"10","AREG"
"ARL4A.8",8.56254396805251e-05,-0.281588902375368,0.189,0.265,1,"10","ARL4A"
"TBC1D4.6",9.83885906953813e-05,-0.290275394849811,0.147,0.219,1,"10","TBC1D4"
"CRIP1.8",0.000107294534226302,-0.302579995489079,0.557,0.62,1,"10","CRIP1"
"ALOX5AP.5",0.000154282423918105,0.261528470251042,0.398,0.327,1,"10","ALOX5AP"
"CTSA.4",0.00018480744628196,-0.251965066251361,0.181,0.255,1,"10","CTSA"
"IER5.7",0.000190271868900481,-0.262636948393445,0.226,0.307,1,"10","IER5"
"ITM2A.8",0.000191846788422029,-0.747560328572033,0.54,0.572,1,"10","ITM2A"
"IER2.9",0.00029391514434625,-0.307334808462399,0.617,0.707,1,"10","IER2"
"PASK.5",0.000408322175974729,-0.347731755970768,0.198,0.266,1,"10","PASK"
"NR4A1.5",0.00080252873031274,-0.346291179289858,0.096,0.149,1,"10","NR4A1"
"NFATC1.8",0.00093316243160921,-0.301654312457147,0.228,0.29,1,"10","NFATC1"
"BATF.7",0.00127352256824147,-0.271769914537469,0.132,0.19,1,"10","BATF"
"CTLA4.8",0.00181900610705356,-0.366567373997086,0.164,0.219,1,"10","CTLA4"
"NEAT1.5",0.00197264768666529,-0.266081230126952,0.398,0.461,1,"10","NEAT1"
"PTGER4.7",0.00242092161778865,-0.254192772010281,0.562,0.618,1,"10","PTGER4"
"COTL1.8",0.00389356770266337,-0.379038384730388,0.628,0.645,1,"10","COTL1"
"CORO1B.6",0.00856712977237374,-0.356153087067046,0.402,0.436,1,"10","CORO1B"
"MKI67",0,2.8413656326819,0.776,0.007,0,"11","MKI67"
"CENPF",0,2.46261859504836,0.699,0.024,0,"11","CENPF"
"TYMS",0,2.36220593147204,0.825,0.004,0,"11","TYMS"
"TOP2A",0,2.22572693004382,0.748,0.021,0,"11","TOP2A"
"HIST1H1B",0,2.18615092307407,0.503,0.018,0,"11","HIST1H1B"
"RRM2",0,2.15046519805086,0.699,0.004,0,"11","RRM2"
"ASPM",0,1.95922765286345,0.622,0.004,0,"11","ASPM"
"PCLAF",0,1.76763997063942,0.783,0.006,0,"11","PCLAF"
"NUSAP1",0,1.75718689179963,0.706,0.009,0,"11","NUSAP1"
"UBE2C",0,1.73560239556908,0.601,0.003,0,"11","UBE2C"
"MYBL2",0,1.51306955587652,0.671,0.006,0,"11","MYBL2"
"TK1",0,1.40134053629142,0.685,0.005,0,"11","TK1"
"TPX2",0,1.40045486787024,0.629,0.008,0,"11","TPX2"
"PLK1",0,1.34465713818514,0.49,0.006,0,"11","PLK1"
"CCNB1",0,1.34052392356537,0.524,0.011,0,"11","CCNB1"
"CDT1",0,1.32537206955863,0.762,0.006,0,"11","CDT1"
"CENPM",0,1.29538218838834,0.762,0.026,0,"11","CENPM"
"CDK1",0,1.29153958129202,0.608,0.004,0,"11","CDK1"
"SMC2",0,1.26225939349034,0.825,0.058,0,"11","SMC2"
"CENPE",0,1.26188395671393,0.566,0.008,0,"11","CENPE"
"CKS1B",0,1.24035161256791,0.741,0.041,0,"11","CKS1B"
"HIST1H3B",0,1.23786064522423,0.462,0.017,0,"11","HIST1H3B"
"FEN1",0,1.23519801799281,0.769,0.049,0,"11","FEN1"
"KIFC1",0,1.22748183990812,0.65,0.004,0,"11","KIFC1"
"MCM4",0,1.22093719219614,0.664,0.025,0,"11","MCM4"
"BIRC5",0,1.21627892181765,0.601,0.001,0,"11","BIRC5"
"MCM2",0,1.21200143271881,0.713,0.018,0,"11","MCM2"
"CDC20",0,1.21185179611982,0.497,0.003,0,"11","CDC20"
"ZWINT",0,1.20916245943936,0.825,0.018,0,"11","ZWINT"
"ASF1B",0,1.20396254610933,0.671,0.008,0,"11","ASF1B"
"KNL1",0,1.19375851058981,0.601,0.007,0,"11","KNL1"
"CDCA7",0,1.15883833611113,0.699,0.025,0,"11","CDCA7"
"UHRF1",0,1.1309619175446,0.657,0.001,0,"11","UHRF1"
"GTSE1",0,1.12127303754449,0.566,0.002,0,"11","GTSE1"
"GINS2",0,1.11551395440053,0.65,0.009,0,"11","GINS2"
"CENPU",0,1.11215774388402,0.692,0.012,0,"11","CENPU"
"CLSPN",0,1.1015035061702,0.678,0.005,0,"11","CLSPN"
"CCNA2",0,1.08908234153643,0.497,0.002,0,"11","CCNA2"
"KIF11",0,1.06688035122705,0.615,0.008,0,"11","KIF11"
"CCNB2",0,1.01697250429988,0.517,0.003,0,"11","CCNB2"
"CEP55",0,1.00352834279082,0.58,0.003,0,"11","CEP55"
"CDCA8",0,0.985011165506234,0.594,0.006,0,"11","CDCA8"
"PKMYT1",0,0.973541579688669,0.601,0.002,0,"11","PKMYT1"
"HMMR",0,0.956746256570644,0.476,0.002,0,"11","HMMR"
"CDKN3",0,0.937398543993001,0.608,0.011,0,"11","CDKN3"
"KIF23",0,0.935509774707107,0.51,0.003,0,"11","KIF23"
"DLGAP5",0,0.914151448654954,0.503,0.001,0,"11","DLGAP5"
"BRCA1",0,0.913324253512534,0.671,0.011,0,"11","BRCA1"
"HIST1H2AH",0,0.875909218150055,0.392,0.01,0,"11","HIST1H2AH"
"NDC80",0,0.873452292587289,0.622,0.018,0,"11","NDC80"
"BRCA2",0,0.868878760201213,0.615,0.022,0,"11","BRCA2"
"AURKB",0,0.868411597666493,0.531,0.002,0,"11","AURKB"
"NCAPH",0,0.862889049079013,0.573,0.004,0,"11","NCAPH"
"UBE2T",0,0.856406043554607,0.664,0.019,0,"11","UBE2T"
"DTL",0,0.848423634319439,0.601,0.001,0,"11","DTL"
"CDCA3",0,0.845869641309796,0.476,0.003,0,"11","CDCA3"
"BUB1",0,0.831490434086314,0.524,0.007,0,"11","BUB1"
"NCAPG",0,0.829863418433661,0.497,0.004,0,"11","NCAPG"
"TIMELESS",0,0.82850251177589,0.678,0.022,0,"11","TIMELESS"
"GMNN",0,0.821295288555077,0.65,0.029,0,"11","GMNN"
"ARHGAP11A",0,0.817251535982927,0.58,0.014,0,"11","ARHGAP11A"
"FANCI",0,0.814010625186434,0.622,0.016,0,"11","FANCI"
"KIF15",0,0.811210396413405,0.51,0.001,0,"11","KIF15"
"TCF19",0,0.808818581784004,0.629,0.022,0,"11","TCF19"
"KIF2C",0,0.806090037453155,0.51,0.002,0,"11","KIF2C"
"RACGAP1",0,0.800246196647146,0.538,0.017,0,"11","RACGAP1"
"CENPW",0,0.799129408367853,0.622,0.01,0,"11","CENPW"
"HMGB3",0,0.79661527178131,0.552,0.017,0,"11","HMGB3"
"HIST1H3C",0,0.795721505129196,0.371,0.007,0,"11","HIST1H3C"
"CDCA5",0,0.788288641458996,0.538,0.002,0,"11","CDCA5"
"PRC1",0,0.785878199199375,0.573,0.02,0,"11","PRC1"
"CHEK1",0,0.772230313623798,0.552,0.008,0,"11","CHEK1"
"AURKA",0,0.770396219600602,0.497,0.006,0,"11","AURKA"
"RMI2",0,0.764553582636308,0.671,0.022,0,"11","RMI2"
"CDCA2",0,0.750168541062864,0.455,0.002,0,"11","CDCA2"
"CDC45",0,0.730377100174716,0.51,0.002,0,"11","CDC45"
"ACOT7",0,0.718136256587002,0.608,0.024,0,"11","ACOT7"
"FOXM1",0,0.710893249317408,0.524,0.002,0,"11","FOXM1"
"FAM111B",0,0.705622688190759,0.462,0.002,0,"11","FAM111B"
"NEIL3",0,0.701604489882934,0.476,0.003,0,"11","NEIL3"
"TROAP",0,0.697792201882035,0.51,0.002,0,"11","TROAP"
"NUF2",0,0.694930167785981,0.552,0.011,0,"11","NUF2"
"KIF14",0,0.692365403339843,0.413,0.001,0,"11","KIF14"
"HJURP",0,0.67321001873292,0.427,0.001,0,"11","HJURP"
"WDR34",0,0.661158312358885,0.587,0.012,0,"11","WDR34"
"PAQR4",0,0.658272231155857,0.531,0.014,0,"11","PAQR4"
"SLC29A1.1",0,0.652880528247973,0.469,0.017,0,"11","SLC29A1"
"CENPN",0,0.649916326736062,0.601,0.024,0,"11","CENPN"
"CKAP2L",0,0.648046033849797,0.448,0.001,0,"11","CKAP2L"
"CENPA",0,0.647604625907417,0.385,0.001,0,"11","CENPA"
"RBBP8",0,0.643071637850112,0.531,0.016,0,"11","RBBP8"
"CCNF",0,0.635380322617494,0.427,0.011,0,"11","CCNF"
"E2F1",0,0.633186374773377,0.497,0.004,0,"11","E2F1"
"SGO2",0,0.627598550902065,0.483,0.019,0,"11","SGO2"
"RAD51AP1",0,0.62503784551795,0.51,0.004,0,"11","RAD51AP1"
"WEE1",0,0.622938857579311,0.552,0.014,0,"11","WEE1"
"RAD51",0,0.61424518233138,0.566,0.002,0,"11","RAD51"
"KIF4A",0,0.613251401143314,0.441,0.001,0,"11","KIF4A"
"MND1",0,0.608276365253597,0.517,0.002,0,"11","MND1"
"DIAPH3",0,0.605715618079361,0.427,0.004,0,"11","DIAPH3"
"ESCO2",0,0.601418588002295,0.448,0.001,0,"11","ESCO2"
"SHCBP1",0,0.600629548278262,0.476,0.002,0,"11","SHCBP1"
"ORC6",0,0.593008155813925,0.594,0.012,0,"11","ORC6"
"SPAG5",0,0.590422097837799,0.51,0.012,0,"11","SPAG5"
"SGO1",0,0.589738990321322,0.51,0.005,0,"11","SGO1"
"MCM10",0,0.589222290032699,0.469,0.001,0,"11","MCM10"
"NCAPG2",0,0.584671940987758,0.615,0.017,0,"11","NCAPG2"
"MELK",0,0.53351850497891,0.42,0.001,0,"11","MELK"
"CDC6",0,0.527516148895135,0.434,0.002,0,"11","CDC6"
"ECT2",0,0.514539576694599,0.392,0.007,0,"11","ECT2"
"WDHD1",0,0.507101681267918,0.545,0.021,0,"11","WDHD1"
"GGH",0,0.503258234245726,0.49,0.006,0,"11","GGH"
"TTK",0,0.498980886840853,0.371,0.001,0,"11","TTK"
"ANLN",0,0.496272733102551,0.357,0.001,0,"11","ANLN"
"SPC25",0,0.494641972001935,0.399,0,0,"11","SPC25"
"KIF20A",0,0.484772868185852,0.308,0,0,"11","KIF20A"
"DSCC1",0,0.483854067611117,0.434,0.004,0,"11","DSCC1"
"KIF18A",0,0.481284904019853,0.448,0.008,0,"11","KIF18A"
"CIP2A",0,0.477388988748018,0.503,0.019,0,"11","CIP2A"
"STIL",0,0.470773296610686,0.434,0.006,0,"11","STIL"
"C21orf58",0,0.456266326481217,0.42,0.013,0,"11","C21orf58"
"GEN1",0,0.452008930117599,0.427,0.014,0,"11","GEN1"
"MTFR2",0,0.417470624507393,0.371,0.002,0,"11","MTFR2"
"DEPDC1",0,0.415004339745471,0.287,0.001,0,"11","DEPDC1"
"TRIP13",0,0.414841175778707,0.448,0.002,0,"11","TRIP13"
"SPC24",0,0.412801693120404,0.434,0.001,0,"11","SPC24"
"KNSTRN",0,0.410224985659385,0.413,0.013,0,"11","KNSTRN"
"CIT",0,0.407822497179331,0.35,0.003,0,"11","CIT"
"RECQL4",0,0.406227490583521,0.406,0.006,0,"11","RECQL4"
"BUB1B",0,0.403098843709756,0.35,0.002,0,"11","BUB1B"
"POLQ",0,0.401328519396914,0.385,0.002,0,"11","POLQ"
"MXD3",0,0.401240300765817,0.357,0.007,0,"11","MXD3"
"PLK4",0,0.400243804582894,0.42,0.008,0,"11","PLK4"
"POC1A",0,0.390042328081125,0.441,0.005,0,"11","POC1A"
"RAD54L",0,0.387377897350668,0.336,0.001,0,"11","RAD54L"
"DEPDC1B",0,0.386391713918021,0.399,0.005,0,"11","DEPDC1B"
"HIST1H3F",0,0.382479095326018,0.238,0.005,0,"11","HIST1H3F"
"PRR11",0,0.380687844557995,0.301,0.003,0,"11","PRR11"
"DNA2",0,0.374408861799659,0.406,0.006,0,"11","DNA2"
"E2F8",0,0.374185027837879,0.336,0,0,"11","E2F8"
"OIP5",0,0.373361961410405,0.399,0.004,0,"11","OIP5"
"HIST1H3G",0,0.368228805275084,0.308,0.003,0,"11","HIST1H3G"
"WDR62",0,0.351878274465863,0.329,0.002,0,"11","WDR62"
"POLE2",0,0.351241954112325,0.427,0.003,0,"11","POLE2"
"E2F2",0,0.347826105688136,0.322,0.001,0,"11","E2F2"
"EXO1",0,0.336498164526914,0.35,0.002,0,"11","EXO1"
"UCK2",0,0.333952354455041,0.399,0.013,0,"11","UCK2"
"KIF18B",0,0.330217941544508,0.308,0,0,"11","KIF18B"
"CCNE2",0,0.320956898787702,0.301,0.005,0,"11","CCNE2"
"TRAIP",0,0.312577361781651,0.35,0.007,0,"11","TRAIP"
"SKA3",0,0.31213847621374,0.329,0.002,0,"11","SKA3"
