"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LEF1",0,0.526106584215494,0.809,0.642,0,"0","LEF1"
"NOSIP",0,0.509428617781916,0.795,0.678,0,"0","NOSIP"
"RPS13",0,0.38314194817529,1,0.994,0,"0","RPS13"
"RPS23",0,0.361203299471083,1,0.995,0,"0","RPS23"
"RPS3A",0,0.353504103161085,1,0.996,0,"0","RPS3A"
"RPL30",0,0.343698721710213,1,0.997,0,"0","RPL30"
"RPS14",0,0.341750356839235,1,0.994,0,"0","RPS14"
"RPS5",0,0.340811549468531,0.998,0.99,0,"0","RPS5"
"EEF1B2",0,0.327163106470011,0.995,0.986,0,"0","EEF1B2"
"RPS12",0,0.323608058467426,1,0.997,0,"0","RPS12"
"RPS27A",0,0.323458291744235,1,0.996,0,"0","RPS27A"
"RPL22",0,0.320690197572692,0.998,0.989,0,"0","RPL22"
"RPL32",0,0.319548034367514,1,0.996,0,"0","RPL32"
"RPL35A",0,0.31023487655737,1,0.993,0,"0","RPL35A"
"RPL5",0,0.304084487291216,0.999,0.992,0,"0","RPL5"
"NACA",0,0.298816683822935,0.997,0.989,0,"0","NACA"
"RPL34",0,0.297249622834634,1,0.995,0,"0","RPL34"
"RPL11",0,0.294712959572215,1,0.996,0,"0","RPL11"
"RPL9",0,0.285816466201972,0.998,0.989,0,"0","RPL9"
"RPL14",0,0.273891060575219,0.999,0.994,0,"0","RPL14"
"TPT1",0,0.270679681974958,1,0.996,0,"0","TPT1"
"RPL19",0,0.267831974578132,1,0.996,0,"0","RPL19"
"RPL18",0,0.265809633090266,0.999,0.995,0,"0","RPL18"
"RPS21",0,0.25589935671987,0.999,0.994,0,"0","RPS21"
"RPS15A",0,0.255601926115042,1,0.996,0,"0","RPS15A"
"RPS25",0,0.255581880730935,0.999,0.994,0,"0","RPS25"
"RPL39",0,0.255492903012499,1,0.993,0,"0","RPL39"
"TMSB4X",0,-0.394749745555963,0.999,0.996,0,"0","TMSB4X"
"UBC",0,-0.401722703232066,0.956,0.983,0,"0","UBC"
"HLA-A",0,-0.494656638070497,0.995,0.998,0,"0","HLA-A"
"ST8SIA1",0,-0.50634790782316,0.008,0.165,0,"0","ST8SIA1"
"HSP90AA1",0,-0.518932444874595,0.735,0.891,0,"0","HSP90AA1"
"HNRNPLL",0,-0.523971779857088,0.061,0.254,0,"0","HNRNPLL"
"TUBB4B",0,-0.536598536353567,0.248,0.494,0,"0","TUBB4B"
"CD99",0,-0.550148284110618,0.509,0.723,0,"0","CD99"
"AC004585.1",0,-0.560008775319044,0.005,0.146,0,"0","AC004585.1"
"IL2RB",0,-0.597257071385371,0.056,0.268,0,"0","IL2RB"
"JUND",0,-0.609100690340699,0.938,0.972,0,"0","JUND"
"RILPL2",0,-0.610245949318492,0.117,0.342,0,"0","RILPL2"
"ARID5B",0,-0.610257199775429,0.153,0.375,0,"0","ARID5B"
"YWHAQ",0,-0.621101053417956,0.197,0.432,0,"0","YWHAQ"
"ICOS",0,-0.628381197279168,0.234,0.473,0,"0","ICOS"
"MCL1",0,-0.63758489091375,0.358,0.605,0,"0","MCL1"
"PHACTR2",0,-0.637601171882306,0.091,0.32,0,"0","PHACTR2"
"TNFRSF1B",0,-0.642417332991956,0.088,0.286,0,"0","TNFRSF1B"
"CSRNP1",0,-0.653847151293543,0.352,0.589,0,"0","CSRNP1"
"SH3BGRL3",0,-0.65717279568265,0.784,0.907,0,"0","SH3BGRL3"
"TENT5C",0,-0.657802130716767,0.094,0.333,0,"0","TENT5C"
"IER5",0,-0.658441513723686,0.14,0.363,0,"0","IER5"
"BTG2",0,-0.684625613696224,0.491,0.718,0,"0","BTG2"
"SAT1",0,-0.710856244235959,0.401,0.623,0,"0","SAT1"
"TNFRSF4",0,-0.713193152453089,0.026,0.225,0,"0","TNFRSF4"
"GAPDH",0,-0.718818417214365,0.887,0.945,0,"0","GAPDH"
"JUNB",0,-0.726511335676034,0.924,0.963,0,"0","JUNB"
"EZR",0,-0.730920475654331,0.305,0.58,0,"0","EZR"
"LIMS1",0,-0.757914814345521,0.102,0.335,0,"0","LIMS1"
"FOSB",0,-0.759570806780103,0.552,0.749,0,"0","FOSB"
"PPP1R15A",0,-0.784259641419752,0.577,0.772,0,"0","PPP1R15A"
"RNF19A",0,-0.803466392006598,0.175,0.435,0,"0","RNF19A"
"ITGB1",0,-0.836624973783957,0.086,0.337,0,"0","ITGB1"
"TOX",0,-0.842265292544178,0.032,0.242,0,"0","TOX"
"PASK",0,-0.848856396375701,0.099,0.323,0,"0","PASK"
"MAF",0,-0.85698611786133,0.021,0.256,0,"0","MAF"
"CXCR5",0,-0.8780075645712,0.02,0.23,0,"0","CXCR5"
"AHNAK",0,-0.890593787494205,0.221,0.459,0,"0","AHNAK"
"COTL1",0,-0.89347650335354,0.487,0.698,0,"0","COTL1"
"NR4A2",0,-0.920400679051232,0.45,0.676,0,"0","NR4A2"
"S100A4",0,-0.947893018313471,0.458,0.676,0,"0","S100A4"
"RGS1",0,-0.969985718263507,0.128,0.325,0,"0","RGS1"
"DUSP1",0,-0.99093266455972,0.792,0.914,0,"0","DUSP1"
"KLF6",0,-1.08622715098866,0.586,0.821,0,"0","KLF6"
"TIGIT",0,-1.1158104703972,0.009,0.239,0,"0","TIGIT"
"DUSP2",0,-1.1747096969578,0.279,0.594,0,"0","DUSP2"
"SRGN",0,-1.29708383808141,0.64,0.882,0,"0","SRGN"
"PDCD1",0,-1.34945069572914,0.006,0.213,0,"0","PDCD1"
"JUN",0,-1.35647232465226,0.732,0.88,0,"0","JUN"
"TOX2",0,-1.38772308984099,0.018,0.214,0,"0","TOX2"
"ZFP36",0,-1.74824889081522,0.663,0.864,0,"0","ZFP36"
"GPRIN3",1.55502092630913e-307,-0.514085387283184,0.102,0.302,5.69153209238406e-303,"0","GPRIN3"
"LINC00892",6.8713635785506e-307,-0.512373369107649,0.004,0.143,2.5149877833853e-302,"0","LINC00892"
"CD82",1.97672201873606e-304,-0.576488720092412,0.123,0.327,7.23500026077585e-300,"0","CD82"
"FYN",4.9658358496968e-303,-0.572802155177173,0.516,0.712,1.81754557934753e-298,"0","FYN"
"RPL21",1.30427651519791e-299,0.286892694746585,0.993,0.984,4.77378247327585e-295,"0","RPL21"
"GLCCI1",1.67310415485978e-298,-0.59547498568299,0.137,0.339,6.12372851720229e-294,"0","GLCCI1"
"DYNLL1",6.64681126556421e-294,-0.565360109004358,0.165,0.372,2.43279939130916e-289,"0","DYNLL1"
"SNHG29",6.0893641505168e-293,0.381490389434958,0.93,0.884,2.22876817273065e-288,"0","SNHG29"
"CTSA",4.92772961827808e-292,-0.526013972834486,0.109,0.304,1.80359831758596e-287,"0","CTSA"
"NPDC1",4.43985347534552e-287,-0.376344004018682,0.009,0.145,1.62503077051121e-282,"0","NPDC1"
"IER2",6.09515283976971e-287,-0.768159985005811,0.557,0.757,2.23088689088411e-282,"0","IER2"
"PPP2R5C",1.825718864071e-283,-0.56423627151734,0.28,0.501,6.68231361438628e-279,"0","PPP2R5C"
"PYHIN1",1.64607347407119e-282,-0.460646844776151,0.065,0.239,6.02479352244795e-278,"0","PYHIN1"
"CST7",2.63758508954657e-281,-0.49508987892546,0.003,0.132,9.65382518624938e-277,"0","CST7"
"NFKBIA",7.91254624356033e-280,-0.816087427381079,0.702,0.825,2.89607105060552e-275,"0","NFKBIA"
"CDKN1A",2.77668222821689e-279,-0.796519150776067,0.012,0.146,1.01629346234966e-274,"0","CDKN1A"
"LINC00861",1.04605512535774e-278,0.530597681836351,0.612,0.451,3.82866636432188e-274,"0","LINC00861"
"IL32",1.00642033424604e-275,-0.820085355433125,0.676,0.798,3.68359906537393e-271,"0","IL32"
"SYNE2",1.4972779854819e-275,-0.558878805313791,0.208,0.422,5.48018715466232e-271,"0","SYNE2"
"EEF1G",1.59356180349431e-272,0.267322357759246,0.988,0.981,5.83259555696952e-268,"0","EEF1G"
"CLIC1",2.32551131713549e-270,-0.528786433329706,0.328,0.543,8.51160397184762e-266,"0","CLIC1"
"H3F3B",3.46896652365452e-269,-0.380320363994372,0.948,0.978,1.26967643732279e-264,"0","H3F3B"
"IGFBP4",1.73664608858251e-267,-0.521838878875794,0.001,0.121,6.35629834882083e-263,"0","IGFBP4"
"PREX1",5.55589054788401e-266,-0.404157841990456,0.048,0.206,2.03351149943103e-261,"0","PREX1"
"CD84",2.29751015894324e-265,-0.430004355563833,0.039,0.189,8.40911693274814e-261,"0","CD84"
"TRABD2A",4.97964275935507e-265,0.510166743263013,0.518,0.354,1.82259904635155e-260,"0","TRABD2A"
"LINC00963",2.06366702332107e-262,-0.346252089125386,0.011,0.139,7.55322767205743e-258,"0","LINC00963"
"SMCO4",2.9537898186528e-262,-0.404419366619241,0.002,0.122,1.08111661152511e-257,"0","SMCO4"
"NR3C1",2.47219671544609e-260,-0.555910822944632,0.317,0.528,9.04848719820422e-256,"0","NR3C1"
"ABLIM1",6.14165830409393e-254,0.4458249903344,0.748,0.63,2.24790835588142e-249,"0","ABLIM1"
"CD2",3.25121745545093e-246,-0.605678455328423,0.536,0.697,1.18997810086959e-241,"0","CD2"
"SH2D1A",9.43917267211462e-246,-0.721216579574181,0.122,0.293,3.45483158972067e-241,"0","SH2D1A"
"CTLA4",2.22873404467608e-245,-0.749323272873348,0.096,0.26,8.15738947691892e-241,"0","CTLA4"
"CD69",8.39561170609303e-244,-0.595615947662846,0.83,0.908,3.07287784054711e-239,"0","CD69"
"TXNIP",5.58995094301017e-242,0.445310581541628,0.908,0.838,2.04597794465115e-237,"0","TXNIP"
"ICA1",7.03778823371128e-241,-0.367288700283903,0.004,0.116,2.57590087142066e-236,"0","ICA1"
"RAB27A",1.41026124021479e-237,-0.445075598155476,0.051,0.196,5.16169716531014e-233,"0","RAB27A"
"BATF",2.88068828762227e-237,-0.589676476834646,0.074,0.229,1.05436072015263e-232,"0","BATF"
"SLC9A9",5.60812177286625e-237,-0.486615319000943,0.068,0.22,2.05262865008678e-232,"0","SLC9A9"
"PFN1",2.91347929175454e-236,-0.518588512670153,0.957,0.974,1.06636255557508e-231,"0","PFN1"
"TMSB10",2.26262068487226e-234,0.270247202387234,0.999,0.988,8.28141796870098e-230,"0","TMSB10"
"STOM",2.06409965872648e-232,-0.369792736242196,0.026,0.154,7.55481116090478e-228,"0","STOM"
"ZNRF1",4.55824726818538e-231,-0.375024582087693,0.017,0.137,1.66836408262853e-226,"0","ZNRF1"
"MYL6",1.36076539002825e-230,-0.456245653817412,0.736,0.851,4.98053740404238e-226,"0","MYL6"
"TAGLN2",1.66771569034739e-230,-0.51611119278582,0.465,0.668,6.10400619824047e-226,"0","TAGLN2"
"IFI16",2.91388137909262e-230,-0.462622501820083,0.156,0.338,1.06650972356169e-225,"0","IFI16"
"NFATC2",4.77117941410234e-230,-0.451897493738307,0.175,0.364,1.7462993773556e-225,"0","NFATC2"
"CYTOR",1.00428242014573e-229,-0.373562193016417,0.01,0.123,3.67577408597538e-225,"0","CYTOR"
"FHIT",1.93917320223011e-228,0.475101684121911,0.343,0.196,7.09756783748243e-224,"0","FHIT"
"GAS5",1.33307113908803e-227,0.344846812871213,0.901,0.857,4.87917367617609e-223,"0","GAS5"
"LMNA",1.74129978148325e-225,-0.610023088598371,0.015,0.13,6.37333133020684e-221,"0","LMNA"
"TRAF1",9.02681509858551e-225,-0.364663778655958,0.069,0.221,3.30390459423328e-220,"0","TRAF1"
"KLRB1",1.79027684339161e-224,-0.695531244129416,0.024,0.146,6.55259227449764e-220,"0","KLRB1"
"PPP1R16B",6.3356995629155e-224,-0.360148919657203,0.06,0.206,2.3189293970227e-219,"0","PPP1R16B"
"BHLHE40",7.56748175774675e-224,-0.463585505076046,0.015,0.13,2.76977399815289e-219,"0","BHLHE40"
"CYCS",1.19989586687785e-223,-0.454593329080318,0.297,0.506,4.3917388623596e-219,"0","CYCS"
"DHRS7",1.0620842971493e-222,-0.481429672776836,0.219,0.41,3.88733473599613e-218,"0","DHRS7"
"IKZF3",3.25139951822192e-221,-0.647195197492227,0.197,0.372,1.19004473766441e-216,"0","IKZF3"
"YWHAH",7.31486054411176e-221,-0.331918249535973,0.055,0.198,2.67731210775034e-216,"0","YWHAH"
"SLC2A3",8.23166923969627e-221,-0.555705499565922,0.685,0.803,3.01287325842123e-216,"0","SLC2A3"
"DUSP6",1.67027575366713e-220,-0.394808807808396,0.012,0.124,6.11337628599705e-216,"0","DUSP6"
"CXCR3",2.52970672401107e-220,-0.387204534426374,0.006,0.113,9.25897958055291e-216,"0","CXCR3"
"UBE2S",3.51410064855063e-220,-0.418692517913382,0.223,0.424,1.28619597837602e-215,"0","UBE2S"
"CORO1B",9.11104337078444e-219,-0.674543869085285,0.299,0.482,3.33473298414081e-214,"0","CORO1B"
"GBP2",4.67902042786314e-216,-0.507297422445378,0.152,0.325,1.71256826680219e-211,"0","GBP2"
"H2AFX",6.73421637290714e-216,-0.372584796406319,0.104,0.268,2.46479053464774e-211,"0","H2AFX"
"UBB",6.35853765714867e-215,-0.380544313859213,0.644,0.81,2.32728836789299e-210,"0","UBB"
"CCR7",1.30011118355832e-214,0.389088913394314,0.743,0.605,4.75853694294182e-210,"0","CCR7"
"FAS",4.64685567025495e-214,-0.301308720685216,0.012,0.121,1.70079564387001e-209,"0","FAS"
"RAP1A",4.70424131133757e-214,-0.457282528499006,0.374,0.567,1.72179936236266e-209,"0","RAP1A"
"HLA-B",8.54015369045443e-214,-0.253357187986442,1,1,3.12578165224323e-209,"0","HLA-B"
"RHOC",4.78712217008951e-213,-0.353312118499479,0.033,0.157,1.75213458547446e-208,"0","RHOC"
"TBC1D4",1.00698708460135e-212,-0.516003699538891,0.103,0.258,3.6856734283494e-208,"0","TBC1D4"
"CKLF",1.05984033610954e-212,-0.55801837298529,0.232,0.414,3.87912161419453e-208,"0","CKLF"
"LDHA",1.33190347578665e-212,-0.46085896746367,0.479,0.67,4.87489991172671e-208,"0","LDHA"
"ACTB",1.76564462200585e-212,-0.45938193629468,0.995,0.999,6.4624358810036e-208,"0","ACTB"
"ARAP2",4.53632262197665e-211,-0.422207656110465,0.112,0.275,1.66033944286967e-206,"0","ARAP2"
"TNF",9.75628806590236e-211,-0.570082286036141,0.04,0.166,3.57089899500092e-206,"0","TNF"
"REL",2.11203663004316e-210,-0.436980373406791,0.228,0.423,7.73026526962097e-206,"0","REL"
"ACTN4",1.50398954932482e-209,-0.325012999229821,0.052,0.188,5.50475214948377e-205,"0","ACTN4"
"PDIA6",5.01254350121953e-205,-0.385026841397987,0.15,0.323,1.83464104688136e-200,"0","PDIA6"
"PMAIP1",6.43089928124134e-205,-0.447615329513073,0.042,0.169,2.35377344592714e-200,"0","PMAIP1"
"LDHB",6.96514358331888e-205,0.281775727874189,0.949,0.931,2.54931220293054e-200,"0","LDHB"
"TP53INP1",4.48168703410913e-204,-0.318045987829223,0.015,0.122,1.64034227135428e-199,"0","TP53INP1"
"IDS",2.89849422964448e-203,-0.443225377152574,0.44,0.637,1.06087787299218e-198,"0","IDS"
"ZFP36L1",8.64571244750474e-203,-0.530898924626984,0.686,0.805,3.16441721291121e-198,"0","ZFP36L1"
"PRKCQ-AS1",1.59455038741194e-202,0.465637666145315,0.591,0.472,5.83621387296646e-198,"0","PRKCQ-AS1"
"GFOD1",1.75568962912223e-202,-0.342115087076858,0.004,0.1,6.42599961155027e-198,"0","GFOD1"
"SATB1",3.24476832733884e-201,0.437076015407382,0.557,0.43,1.18761765548929e-196,"0","SATB1"
"TSPAN5",3.31650773584407e-201,-0.333303976931218,0.042,0.168,1.21387499639629e-196,"0","TSPAN5"
"MXD4",1.20339265912659e-199,-0.362169209071415,0.116,0.276,4.40453747166925e-195,"0","MXD4"
"PPP1CC",7.10776928123688e-199,-0.685856207296511,0.388,0.554,2.60151463462551e-194,"0","PPP1CC"
"YWHAZ",8.59416586117921e-199,-0.319014164840591,0.789,0.901,3.1455506468502e-194,"0","YWHAZ"
"PGAM1",8.62241743082941e-198,-0.456623511197083,0.29,0.477,3.15589100385787e-193,"0","PGAM1"
"TMIGD2",3.15501054010239e-197,0.40282973567785,0.265,0.139,1.15476540778288e-192,"0","TMIGD2"
"CTSB",3.85839407214508e-196,-0.450492951256072,0.2,0.373,1.41221081434582e-191,"0","CTSB"
"STK39",1.6763696496935e-195,-0.385872281709132,0.078,0.218,6.13568055484318e-191,"0","STK39"
"AKAP13",2.5193046069851e-194,-0.428990474266501,0.381,0.573,9.22090679202615e-190,"0","AKAP13"
"CDK2AP2",8.23929170967721e-194,-0.398227946788316,0.131,0.289,3.01566315865896e-189,"0","CDK2AP2"
"DUSP4",5.7684385142367e-193,-0.440048859303515,0.006,0.1,2.11130618059578e-188,"0","DUSP4"
"BCL6",1.05120234127513e-192,-0.365667349854593,0.03,0.144,3.84750568930109e-188,"0","BCL6"
"ZNF331",1.37512483128428e-192,-0.563846359710059,0.344,0.517,5.03309439498359e-188,"0","ZNF331"
"DUSP5",3.27458952141502e-192,-0.332299004888661,0.039,0.158,1.19853251073311e-187,"0","DUSP5"
"OPTN",4.11987464105632e-191,-0.354421211195323,0.171,0.347,1.50791531737302e-186,"0","OPTN"
"COX4I1",4.62256669100742e-191,0.259038600169164,0.975,0.964,1.69190563457562e-186,"0","COX4I1"
"RIPOR2",3.35080790021191e-190,0.400216232269482,0.688,0.598,1.22642919955656e-185,"0","RIPOR2"
"ITM2A",6.0000574476479e-190,-1.01655167986899,0.469,0.606,2.19608102641361e-185,"0","ITM2A"
"KLF10",1.40558943535768e-189,-0.400388007766861,0.046,0.168,5.14459789235263e-185,"0","KLF10"
"GADD45G",5.42128773668282e-188,-0.344909940267958,0.038,0.155,1.98424552450328e-183,"0","GADD45G"
"ATP1B3",1.35937043080256e-187,-0.343158398357998,0.102,0.251,4.97543171378043e-183,"0","ATP1B3"
"AC012645.3",2.15541719306413e-187,-0.514605584881716,0.085,0.221,7.88904246833404e-183,"0","AC012645.3"
"S100A11",1.32369216428563e-185,-0.477417559546321,0.217,0.389,4.84484569050183e-181,"0","S100A11"
"NOP53",2.56739663636684e-185,0.2936618849268,0.919,0.901,9.39692842876625e-181,"0","NOP53"
"NFATC1",1.25759484982999e-184,-0.557521996850067,0.171,0.33,4.60292290986274e-180,"0","NFATC1"
"JPT1",1.63417598142008e-184,-0.313403229032684,0.073,0.208,5.98124750959563e-180,"0","JPT1"
"HIST1H1E",3.24483444858369e-184,-0.438150013901647,0.16,0.322,1.18764185652612e-179,"0","HIST1H1E"
"YWHAB",1.50680961061366e-183,-0.385131319180092,0.559,0.724,5.51507385580706e-179,"0","YWHAB"
"IFRD1",6.13583884059494e-183,-0.365143307011164,0.179,0.354,2.24577837404615e-178,"0","IFRD1"
"HOOK2",8.36470751565795e-183,-0.476701449098487,0.246,0.42,3.06156659780597e-178,"0","HOOK2"
"OGDH",8.94081812230547e-183,-0.291547587715397,0.073,0.208,3.27242884094502e-178,"0","OGDH"
"ARPC1B",2.47977936074923e-181,-0.445356900345564,0.544,0.702,9.07624043827827e-177,"0","ARPC1B"
"PTPN11",2.27659102161076e-180,-0.558592035647416,0.145,0.294,8.33255079819754e-176,"0","PTPN11"
"PHTF2",7.86267619193467e-179,-0.346149888347133,0.113,0.262,2.87781811301001e-174,"0","PHTF2"
"FAM43A",2.69279307619968e-178,-0.298859560158708,0.011,0.105,9.85589193819844e-174,"0","FAM43A"
"CHMP1B",5.74791668188919e-178,-0.461971730095843,0.182,0.346,2.10379498473826e-173,"0","CHMP1B"
"AC093010.2",6.74445432275173e-178,-0.294174749221157,0.029,0.136,2.46853772667036e-173,"0","AC093010.2"
"PARP1",1.67565998915861e-177,-0.391764627384779,0.179,0.341,6.13308312631944e-173,"0","PARP1"
"NEAT1",1.01666762778388e-175,-0.470160645855829,0.324,0.507,3.72110518445176e-171,"0","NEAT1"
"CD8B",3.0787684849585e-175,-0.727638316035068,0.011,0.101,1.12686005317966e-170,"0","CD8B"
"ELOVL5",3.49411001251596e-175,-0.320783642127815,0.182,0.354,1.27887920568097e-170,"0","ELOVL5"
"MAP3K5",5.93724001456855e-175,-0.285314809564907,0.039,0.152,2.17308921773224e-170,"0","MAP3K5"
"RGCC",1.07725766535803e-173,-0.667109244042047,0.498,0.625,3.94287078097693e-169,"0","RGCC"
"MAP3K8",4.34086919047731e-173,-0.330753036032241,0.016,0.11,1.5888015324066e-168,"0","MAP3K8"
"ZBTB1",1.57996467841893e-172,-0.3552052439213,0.207,0.381,5.78282871948111e-168,"0","ZBTB1"
"AIF1",1.39610007787533e-170,0.432290255312767,0.278,0.158,5.1098658950315e-166,"0","AIF1"
"ALOX5AP",1.44526795230266e-170,-0.417850866412043,0.208,0.369,5.28982523222297e-166,"0","ALOX5AP"
"CRIP1",6.58819592597618e-170,-0.537774062487705,0.501,0.659,2.41134559086654e-165,"0","CRIP1"
"VDAC1",7.08168219339432e-170,-0.321256446168534,0.148,0.304,2.59196649960426e-165,"0","VDAC1"
"NR4A3",3.22279714893291e-169,-0.375551496984825,0.074,0.201,1.17957598448093e-164,"0","NR4A3"
"B3GNT2",2.90533130706747e-168,-0.309942958676537,0.086,0.219,1.06338031169977e-163,"0","B3GNT2"
"RGS3",3.31511751723082e-168,-0.256672814674885,0.027,0.129,1.21336616248165e-163,"0","RGS3"
"CDC42EP3",1.84991146178352e-166,-0.294363871863568,0.082,0.212,6.77086094127386e-162,"0","CDC42EP3"
"FOS",4.01157915349189e-166,-0.651088786075051,0.835,0.903,1.46827808596957e-161,"0","FOS"
"MYO5A",4.63999758296756e-166,-0.286028273391538,0.051,0.167,1.69828551534196e-161,"0","MYO5A"
"MIDN",4.73560009844653e-163,-0.389400040595448,0.276,0.452,1.73327699203242e-158,"0","MIDN"
"TNIP1",8.82441496776773e-162,-0.294980521205276,0.184,0.35,3.22982412235267e-157,"0","TNIP1"
"SLC7A5",3.18407719317442e-160,-0.296168793534735,0.033,0.134,1.16540409347377e-155,"0","SLC7A5"
"CD200",3.13745775370723e-159,-0.496950006758334,0.022,0.114,1.14834091243438e-154,"0","CD200"
"NSMCE3",3.20915658826593e-159,-0.374316579348225,0.296,0.476,1.17458340287121e-154,"0","NSMCE3"
"SPOCK2",4.44047847106558e-159,-0.349892455343908,0.648,0.795,1.62525952519471e-154,"0","SPOCK2"
"KIAA1324",9.38920048346157e-159,-0.251439539945394,0.021,0.115,3.43654126895177e-154,"0","KIAA1324"
"SQSTM1",2.36566623925604e-158,-0.370132986909256,0.323,0.504,8.65857500230105e-154,"0","SQSTM1"
"CAMK4",2.19124828866578e-157,0.361716871920987,0.672,0.58,8.02018786134562e-153,"0","CAMK4"
"TRIM8",1.05937171129411e-156,-0.377104381215153,0.194,0.349,3.87740640050758e-152,"0","TRIM8"
"ANXA5",1.12441732043932e-156,-0.276756112449448,0.089,0.219,4.11547983453994e-152,"0","ANXA5"
"TPI1",2.11602102469652e-156,-0.406005996886019,0.392,0.562,7.74484855249174e-152,"0","TPI1"
"CHRM3-AS2",1.03279059958106e-155,0.41116672963944,0.453,0.332,3.78011687352663e-151,"0","CHRM3-AS2"
"PTPN7",1.55334618934854e-154,-0.416597524846377,0.25,0.408,5.68540238763459e-150,"0","PTPN7"
"OAZ1",2.02293696489176e-154,-0.381045196233666,0.691,0.798,7.40415158520033e-150,"0","OAZ1"
"C9orf16",1.50609103081334e-153,-0.454407878478427,0.46,0.616,5.5124437818799e-149,"0","C9orf16"
"PCNX2",6.16574528325015e-153,-0.302465078375898,0.08,0.202,2.25672443112239e-148,"0","PCNX2"
"PPP1CA",1.59629080289853e-152,-0.366622244609571,0.367,0.533,5.84258396768891e-148,"0","PPP1CA"
"NR4A1",2.19678561121501e-152,-0.519805920066234,0.064,0.177,8.04045501560805e-148,"0","NR4A1"
"ARF6",2.88407189903329e-152,-0.324132877922032,0.389,0.577,1.05559915576517e-147,"0","ARF6"
"SEC61B",6.85707350457137e-152,-0.32171682960342,0.282,0.455,2.50975747340817e-147,"0","SEC61B"
"ARPC2",1.42046922940033e-151,-0.34963801938932,0.662,0.789,5.19905942652815e-147,"0","ARPC2"
"SSBP4",2.84921532313054e-151,-0.297623270713855,0.184,0.342,1.04284130041901e-146,"0","SSBP4"
"RALGDS",9.11363789763563e-151,-0.278637945775438,0.127,0.268,3.33568260691362e-146,"0","RALGDS"
"IDI1",1.33079601854642e-149,-0.331295504120438,0.202,0.363,4.87084650748176e-145,"0","IDI1"
"CTSC",1.56659059862954e-149,-0.378174243575011,0.184,0.332,5.73387825004398e-145,"0","CTSC"
"DNAAF2",2.08178627646552e-149,-0.320837686995675,0.131,0.271,7.61954595049147e-145,"0","DNAAF2"
"ETV6",2.86133542153208e-149,-0.298334064109359,0.092,0.218,1.04727737763495e-144,"0","ETV6"
"LDLRAD4",3.08429151782201e-149,-0.295543709171412,0.087,0.211,1.12888153843803e-144,"0","LDLRAD4"
"GATA3",4.1115375848644e-149,-0.392426206755354,0.23,0.39,1.50486387143622e-144,"0","GATA3"
"NEU1",6.72852878237608e-149,-0.318737988684818,0.096,0.223,2.46270881963747e-144,"0","NEU1"
"RELB",8.65448242516771e-148,-0.296811825487515,0.123,0.261,3.16762711243563e-143,"0","RELB"
"CHST11",1.00142696993342e-147,-0.268321516416853,0.087,0.211,3.6653228526533e-143,"0","CHST11"
"SAMSN1",1.32861967335811e-147,-0.365384513495631,0.148,0.289,4.86288086645801e-143,"0","SAMSN1"
"RABGAP1L",2.96735288584576e-147,-0.32169346700245,0.196,0.354,1.08608082974841e-142,"0","RABGAP1L"
"TMX4",9.42676344738075e-147,-0.308893691545147,0.168,0.319,3.45028968937583e-142,"0","TMX4"
"RAB11FIP1",1.18811450307772e-146,-0.305344408406435,0.044,0.146,4.34861789271477e-142,"0","RAB11FIP1"
"ODC1",2.248164644159e-146,-0.39447941217556,0.353,0.53,8.22850741408636e-142,"0","ODC1"
"NDFIP1",3.40989569330538e-146,0.33711866078594,0.789,0.757,1.2480559227067e-141,"0","NDFIP1"
"RHOG",3.09139756300405e-145,-0.316368809049439,0.332,0.51,1.13148242203511e-140,"0","RHOG"
"CD59",3.60516679949746e-145,-0.296127641767119,0.063,0.173,1.31952710028407e-140,"0","CD59"
"PVT1",5.55497947248916e-145,-0.261229158179907,0.086,0.209,2.03317803672576e-140,"0","PVT1"
"PNISR",8.93650745692211e-145,0.321237068480206,0.781,0.732,3.27085109430806e-140,"0","PNISR"
"ENO1",1.37896081988542e-144,-0.399310374764424,0.422,0.588,5.04713449686263e-140,"0","ENO1"
"PRKCH",1.95561913675139e-144,-0.34733454431245,0.387,0.562,7.15776160242377e-140,"0","PRKCH"
"SH3KBP1",1.98512624718602e-144,-0.358106100909232,0.353,0.521,7.26576057732555e-140,"0","SH3KBP1"
"AK5",5.81517759934733e-144,0.327646252401154,0.219,0.118,2.12841315313712e-139,"0","AK5"
"SLA",1.04679323815019e-143,-0.358008081845024,0.204,0.357,3.83136793095352e-139,"0","SLA"
"TUBA1B",1.45526169745971e-143,-0.38304500011661,0.503,0.681,5.32640333887228e-139,"0","TUBA1B"
"TPST2",4.02391722972176e-143,-0.261272691617946,0.076,0.193,1.47279394525046e-138,"0","TPST2"
"GADD45A",4.13364355186101e-143,-0.36591400564112,0.12,0.251,1.51295487641665e-138,"0","GADD45A"
"VCP",5.183110157877e-143,-0.32459976600816,0.343,0.517,1.89707014888456e-138,"0","VCP"
"H2AFZ",1.01354557634651e-142,-0.547733759768507,0.486,0.637,3.70967816398587e-138,"0","H2AFZ"
"AHR",5.52393837189722e-141,-0.269012639325586,0.072,0.186,2.0218166834981e-136,"0","AHR"
"IRF2BP2",1.12913585025045e-140,-0.321644009158302,0.254,0.42,4.13275012550168e-136,"0","IRF2BP2"
